itemName,trialNr,submission_id,targetOption,answerType,response,categorized_response,by_trial_nr
bottle-water,3,3858,itemQuestion,sameCategory,18,itemQuestion,154
bottle-water,3,3858,itemQuestion,otherCategory,0,itemQuestion,154
bottle-water,3,3858,itemQuestion,mostSimilar,32,itemQuestion,154
pot-jam,4,3858,itemQuestion,itemQuestion,100,itemQuestion,155
pot-jam,4,3858,itemQuestion,competitor,28,itemQuestion,155
pot-jam,4,3858,itemQuestion,sameCategory,12,itemQuestion,155
pot-jam,4,3858,itemQuestion,otherCategory,32,itemQuestion,155
pot-jam,4,3858,itemQuestion,mostSimilar,54,itemQuestion,155
umbrella-rain,5,3858,itemQuestion,itemQuestion,100,itemQuestion,156
umbrella-rain,5,3858,itemQuestion,competitor,47,itemQuestion,156
umbrella-rain,5,3858,itemQuestion,sameCategory,3,itemQuestion,156
umbrella-rain,5,3858,itemQuestion,otherCategory,13,itemQuestion,156
umbrella-rain,5,3858,itemQuestion,mostSimilar,32,itemQuestion,156
sugar-coffee,1,3859,itemQuestion,itemQuestion,100,itemQuestion,157
sugar-coffee,1,3859,itemQuestion,competitor,75,itemQuestion,157
sugar-coffee,1,3859,itemQuestion,sameCategory,95,itemQuestion,157
sugar-coffee,1,3859,itemQuestion,otherCategory,0,itemQuestion,157
sugar-coffee,1,3859,itemQuestion,mostSimilar,95,itemQuestion,157
candy-halloween,2,3859,itemQuestion,itemQuestion,100,itemQuestion,158
candy-halloween,2,3859,itemQuestion,competitor,24,itemQuestion,158
candy-halloween,2,3859,itemQuestion,sameCategory,81,itemQuestion,158
candy-halloween,2,3859,itemQuestion,otherCategory,62,itemQuestion,158
candy-halloween,2,3859,itemQuestion,mostSimilar,100,itemQuestion,158
pot-garden,3,3859,itemQuestion,itemQuestion,100,itemQuestion,159
pot-garden,3,3859,itemQuestion,competitor,21,itemQuestion,159
pot-garden,3,3859,itemQuestion,sameCategory,69,itemQuestion,159
pot-garden,3,3859,itemQuestion,otherCategory,0,itemQuestion,159
pot-garden,3,3859,itemQuestion,mostSimilar,67,itemQuestion,159
umbrella-summer,5,3859,itemQuestion,itemQuestion,100,itemQuestion,160
umbrella-summer,5,3859,itemQuestion,competitor,81,itemQuestion,160
umbrella-summer,5,3859,itemQuestion,sameCategory,18,itemQuestion,160
umbrella-summer,5,3859,itemQuestion,otherCategory,49,itemQuestion,160
umbrella-summer,5,3859,itemQuestion,mostSimilar,20,itemQuestion,160
blanket-sleepover,1,3860,itemQuestion,itemQuestion,100,itemQuestion,161
blanket-sleepover,1,3860,itemQuestion,competitor,77,itemQuestion,161
blanket-sleepover,1,3860,itemQuestion,sameCategory,7,itemQuestion,161
blanket-sleepover,1,3860,itemQuestion,otherCategory,16,itemQuestion,161
blanket-sleepover,1,3860,itemQuestion,mostSimilar,27,itemQuestion,161
towel-hair,3,3860,itemQuestion,itemQuestion,100,itemQuestion,162
towel-hair,3,3860,itemQuestion,competitor,23,itemQuestion,162
towel-hair,3,3860,itemQuestion,sameCategory,19,itemQuestion,162
towel-hair,3,3860,itemQuestion,otherCategory,35,itemQuestion,162
towel-hair,3,3860,itemQuestion,mostSimilar,36,itemQuestion,162
postit-board,4,3860,itemQuestion,itemQuestion,100,itemQuestion,163
postit-board,4,3860,itemQuestion,competitor,27,itemQuestion,163
postit-board,4,3860,itemQuestion,sameCategory,32,itemQuestion,163
postit-board,4,3860,itemQuestion,otherCategory,22,itemQuestion,163
postit-board,4,3860,itemQuestion,mostSimilar,57,itemQuestion,163
box-muffins,5,3860,itemQuestion,itemQuestion,100,itemQuestion,164
box-muffins,5,3860,itemQuestion,competitor,64,itemQuestion,164
box-muffins,5,3860,itemQuestion,sameCategory,39,itemQuestion,164
box-muffins,5,3860,itemQuestion,otherCategory,40,itemQuestion,164
box-muffins,5,3860,itemQuestion,mostSimilar,40,itemQuestion,164
umbrella-summer,1,3837,itemQuestion,itemQuestion,99,itemQuestion,165
umbrella-summer,1,3837,itemQuestion,competitor,0,itemQuestion,165
umbrella-summer,1,3837,itemQuestion,sameCategory,85,itemQuestion,165
umbrella-summer,1,3837,itemQuestion,otherCategory,74,itemQuestion,165
umbrella-summer,1,3837,itemQuestion,mostSimilar,21,itemQuestion,165
postit-board,2,3837,itemQuestion,itemQuestion,99,itemQuestion,166
postit-board,2,3837,itemQuestion,competitor,71,itemQuestion,166
postit-board,2,3837,itemQuestion,sameCategory,70,itemQuestion,166
postit-board,2,3837,itemQuestion,otherCategory,1,itemQuestion,166
postit-board,2,3837,itemQuestion,mostSimilar,82,itemQuestion,166
bottle-plants,3,3837,itemQuestion,itemQuestion,82,itemQuestion,167
bottle-plants,3,3837,itemQuestion,competitor,99,itemQuestion,167
bottle-plants,3,3837,itemQuestion,sameCategory,67,itemQuestion,167
bottle-plants,3,3837,itemQuestion,otherCategory,5,itemQuestion,167
bottle-plants,3,3837,itemQuestion,mostSimilar,68,itemQuestion,167
pot-garden,5,3837,itemQuestion,itemQuestion,99,itemQuestion,168
pot-garden,5,3837,itemQuestion,competitor,65,itemQuestion,168
pot-garden,5,3837,itemQuestion,sameCategory,0,itemQuestion,168
pot-garden,5,3837,itemQuestion,otherCategory,0,itemQuestion,168
pot-garden,5,3837,itemQuestion,mostSimilar,59,itemQuestion,168
bottle-plants,1,3838,itemQuestion,itemQuestion,84,itemQuestion,169
bottle-plants,1,3838,itemQuestion,competitor,58,itemQuestion,169
bottle-plants,1,3838,itemQuestion,sameCategory,55,itemQuestion,169
bottle-plants,1,3838,itemQuestion,otherCategory,53,itemQuestion,169
bottle-plants,1,3838,itemQuestion,mostSimilar,56,itemQuestion,169
sugar-coffee,2,3838,itemQuestion,itemQuestion,94,itemQuestion,170
sugar-coffee,2,3838,itemQuestion,competitor,57,itemQuestion,170
sugar-coffee,2,3838,itemQuestion,sameCategory,66,itemQuestion,170
sugar-coffee,2,3838,itemQuestion,otherCategory,16,itemQuestion,170
sugar-coffee,2,3838,itemQuestion,mostSimilar,72,itemQuestion,170
towel-hair,3,3838,itemQuestion,itemQuestion,95,itemQuestion,171
towel-hair,3,3838,itemQuestion,competitor,53,itemQuestion,171
towel-hair,3,3838,itemQuestion,sameCategory,72,itemQuestion,171
towel-hair,3,3838,itemQuestion,otherCategory,53,itemQuestion,171
towel-hair,3,3838,itemQuestion,mostSimilar,71,itemQuestion,171
blanket-sleepover,4,3838,itemQuestion,itemQuestion,91,itemQuestion,172
blanket-sleepover,4,3838,itemQuestion,competitor,71,itemQuestion,172
blanket-sleepover,4,3838,itemQuestion,sameCategory,44,itemQuestion,172
blanket-sleepover,4,3838,itemQuestion,otherCategory,40,itemQuestion,172
blanket-sleepover,4,3838,itemQuestion,mostSimilar,23,itemQuestion,172
blanket-sleepover,1,3846,itemQuestion,itemQuestion,98,itemQuestion,173
blanket-sleepover,1,3846,itemQuestion,competitor,98,itemQuestion,173
blanket-sleepover,1,3846,itemQuestion,sameCategory,1,itemQuestion,173
blanket-sleepover,1,3846,itemQuestion,otherCategory,2,itemQuestion,173
blanket-sleepover,1,3846,itemQuestion,mostSimilar,49,itemQuestion,173
broom-renovation,2,3846,itemQuestion,itemQuestion,99,itemQuestion,174
broom-renovation,2,3846,itemQuestion,competitor,77,itemQuestion,174
broom-renovation,2,3846,itemQuestion,sameCategory,38,itemQuestion,174
broom-renovation,2,3846,itemQuestion,otherCategory,5,itemQuestion,174
broom-renovation,2,3846,itemQuestion,mostSimilar,0,itemQuestion,174
box-muffins,3,3846,itemQuestion,itemQuestion,97,itemQuestion,175
box-muffins,3,3846,itemQuestion,competitor,67,itemQuestion,175
box-muffins,3,3846,itemQuestion,sameCategory,57,itemQuestion,175
box-muffins,3,3846,itemQuestion,otherCategory,35,itemQuestion,175
box-muffins,3,3846,itemQuestion,mostSimilar,24,itemQuestion,175
handkerchief-injury,4,3846,itemQuestion,itemQuestion,99,itemQuestion,176
handkerchief-injury,4,3846,itemQuestion,competitor,4,itemQuestion,176
handkerchief-injury,4,3846,itemQuestion,sameCategory,67,itemQuestion,176
handkerchief-injury,4,3846,itemQuestion,otherCategory,2,itemQuestion,176
handkerchief-injury,4,3846,itemQuestion,mostSimilar,100,itemQuestion,176
box-bbq,2,3839,itemQuestion,itemQuestion,100,itemQuestion,177
box-bbq,2,3839,itemQuestion,competitor,36,itemQuestion,177
box-bbq,2,3839,itemQuestion,sameCategory,57,itemQuestion,177
box-bbq,2,3839,itemQuestion,otherCategory,44,itemQuestion,177
box-bbq,2,3839,itemQuestion,mostSimilar,57,itemQuestion,177
pot-jam,3,3839,itemQuestion,itemQuestion,100,itemQuestion,178
pot-jam,3,3839,itemQuestion,competitor,57,itemQuestion,178
pot-jam,3,3839,itemQuestion,sameCategory,12,itemQuestion,178
pot-jam,3,3839,itemQuestion,otherCategory,12,itemQuestion,178
pot-jam,3,3839,itemQuestion,mostSimilar,34,itemQuestion,178
postit-reading,4,3839,itemQuestion,itemQuestion,100,itemQuestion,179
postit-reading,4,3839,itemQuestion,competitor,74,itemQuestion,179
postit-reading,4,3839,itemQuestion,sameCategory,0,itemQuestion,179
postit-reading,4,3839,itemQuestion,otherCategory,0,itemQuestion,179
postit-reading,4,3839,itemQuestion,mostSimilar,31,itemQuestion,179
sweatpants-spill,5,3839,itemQuestion,itemQuestion,100,itemQuestion,180
sweatpants-spill,5,3839,itemQuestion,competitor,34,itemQuestion,180
sweatpants-spill,5,3839,itemQuestion,sameCategory,54,itemQuestion,180
sweatpants-spill,5,3839,itemQuestion,otherCategory,20,itemQuestion,180
sweatpants-spill,5,3839,itemQuestion,mostSimilar,44,itemQuestion,180
sweatpants-sleepover,1,3840,itemQuestion,itemQuestion,94,itemQuestion,181
sweatpants-sleepover,1,3840,itemQuestion,competitor,79,itemQuestion,181
sweatpants-sleepover,1,3840,itemQuestion,sameCategory,58,itemQuestion,181
sweatpants-sleepover,1,3840,itemQuestion,otherCategory,4,itemQuestion,181
sweatpants-sleepover,1,3840,itemQuestion,mostSimilar,45,itemQuestion,181
umbrella-summer,2,3840,itemQuestion,itemQuestion,97,itemQuestion,182
umbrella-summer,2,3840,itemQuestion,competitor,5,itemQuestion,182
umbrella-summer,2,3840,itemQuestion,sameCategory,74,itemQuestion,182
umbrella-summer,2,3840,itemQuestion,otherCategory,37,itemQuestion,182
umbrella-summer,2,3840,itemQuestion,mostSimilar,36,itemQuestion,182
pot-garden,3,3840,itemQuestion,itemQuestion,98,itemQuestion,183
pot-garden,3,3840,itemQuestion,competitor,20,itemQuestion,183
pot-garden,3,3840,itemQuestion,sameCategory,28,itemQuestion,183
pot-garden,3,3840,itemQuestion,otherCategory,2,itemQuestion,183
pot-garden,3,3840,itemQuestion,mostSimilar,54,itemQuestion,183
broom-renovation,5,3840,itemQuestion,itemQuestion,98,itemQuestion,184
broom-renovation,5,3840,itemQuestion,competitor,84,itemQuestion,184
broom-renovation,5,3840,itemQuestion,sameCategory,28,itemQuestion,184
broom-renovation,5,3840,itemQuestion,otherCategory,1,itemQuestion,184
broom-renovation,5,3840,itemQuestion,mostSimilar,76,itemQuestion,184
box-muffins,1,3841,itemQuestion,itemQuestion,100,itemQuestion,185
box-muffins,1,3841,itemQuestion,competitor,82,itemQuestion,185
box-muffins,1,3841,itemQuestion,sameCategory,81,itemQuestion,185
box-muffins,1,3841,itemQuestion,otherCategory,26,itemQuestion,185
box-muffins,1,3841,itemQuestion,mostSimilar,80,itemQuestion,185
blanket-sleepover,2,3841,itemQuestion,itemQuestion,100,itemQuestion,186
blanket-sleepover,2,3841,itemQuestion,competitor,100,itemQuestion,186
blanket-sleepover,2,3841,itemQuestion,sameCategory,50,itemQuestion,186
blanket-sleepover,2,3841,itemQuestion,otherCategory,18,itemQuestion,186
blanket-sleepover,2,3841,itemQuestion,mostSimilar,18,itemQuestion,186
postit-board,4,3841,itemQuestion,itemQuestion,100,itemQuestion,187
postit-board,4,3841,itemQuestion,competitor,12,itemQuestion,187
postit-board,4,3841,itemQuestion,sameCategory,15,itemQuestion,187
postit-board,4,3841,itemQuestion,otherCategory,0,itemQuestion,187
postit-board,4,3841,itemQuestion,mostSimilar,50,itemQuestion,187
sugar-coffee,5,3841,itemQuestion,itemQuestion,100,itemQuestion,188
sugar-coffee,5,3841,itemQuestion,competitor,47,itemQuestion,188
sugar-coffee,5,3841,itemQuestion,sameCategory,43,itemQuestion,188
sugar-coffee,5,3841,itemQuestion,otherCategory,0,itemQuestion,188
sugar-coffee,5,3841,itemQuestion,mostSimilar,18,itemQuestion,188
sweatpants-spill,1,3842,itemQuestion,itemQuestion,100,itemQuestion,189
sweatpants-spill,1,3842,itemQuestion,competitor,89,itemQuestion,189
sweatpants-spill,1,3842,itemQuestion,sameCategory,16,itemQuestion,189
sweatpants-spill,1,3842,itemQuestion,otherCategory,38,itemQuestion,189
sweatpants-spill,1,3842,itemQuestion,mostSimilar,100,itemQuestion,189
handkerchief-sauce,2,3842,itemQuestion,itemQuestion,100,itemQuestion,190
handkerchief-sauce,2,3842,itemQuestion,competitor,100,itemQuestion,190
handkerchief-sauce,2,3842,itemQuestion,sameCategory,0,itemQuestion,190
handkerchief-sauce,2,3842,itemQuestion,otherCategory,0,itemQuestion,190
handkerchief-sauce,2,3842,itemQuestion,mostSimilar,100,itemQuestion,190
bottle-water,3,3842,itemQuestion,itemQuestion,100,itemQuestion,191
bottle-water,3,3842,itemQuestion,competitor,92,itemQuestion,191
bottle-water,3,3842,itemQuestion,sameCategory,0,itemQuestion,191
bottle-water,3,3842,itemQuestion,otherCategory,0,itemQuestion,191
bottle-water,3,3842,itemQuestion,mostSimilar,0,itemQuestion,191
postit-reading,4,3842,itemQuestion,itemQuestion,100,itemQuestion,192
postit-reading,4,3842,itemQuestion,competitor,100,itemQuestion,192
postit-reading,4,3842,itemQuestion,sameCategory,0,itemQuestion,192
postit-reading,4,3842,itemQuestion,otherCategory,0,itemQuestion,192
postit-reading,4,3842,itemQuestion,mostSimilar,42,itemQuestion,192
sweatpants-spill,1,3848,itemQuestion,itemQuestion,99,itemQuestion,193
sweatpants-spill,1,3848,itemQuestion,competitor,91,itemQuestion,193
sweatpants-spill,1,3848,itemQuestion,sameCategory,30,itemQuestion,193
sweatpants-spill,1,3848,itemQuestion,otherCategory,1,itemQuestion,193
sweatpants-spill,1,3848,itemQuestion,mostSimilar,0,itemQuestion,193
broom-snow,2,3848,itemQuestion,itemQuestion,100,itemQuestion,194
broom-snow,2,3848,itemQuestion,competitor,88,itemQuestion,194
broom-snow,2,3848,itemQuestion,sameCategory,0,itemQuestion,194
broom-snow,2,3848,itemQuestion,otherCategory,0,itemQuestion,194
broom-snow,2,3848,itemQuestion,mostSimilar,56,itemQuestion,194
candy-dessert,4,3848,itemQuestion,itemQuestion,100,itemQuestion,195
candy-dessert,4,3848,itemQuestion,competitor,88,itemQuestion,195
candy-dessert,4,3848,itemQuestion,sameCategory,38,itemQuestion,195
candy-dessert,4,3848,itemQuestion,otherCategory,31,itemQuestion,195
candy-dessert,4,3848,itemQuestion,mostSimilar,95,itemQuestion,195
box-bbq,5,3848,itemQuestion,itemQuestion,100,itemQuestion,196
box-bbq,5,3848,itemQuestion,competitor,54,itemQuestion,196
box-bbq,5,3848,itemQuestion,sameCategory,86,itemQuestion,196
box-bbq,5,3848,itemQuestion,otherCategory,19,itemQuestion,196
box-bbq,5,3848,itemQuestion,mostSimilar,0,itemQuestion,196
blanket-transportation,1,3849,itemQuestion,itemQuestion,97,itemQuestion,197
blanket-transportation,1,3849,itemQuestion,competitor,99,itemQuestion,197
blanket-transportation,1,3849,itemQuestion,sameCategory,96,itemQuestion,197
blanket-transportation,1,3849,itemQuestion,otherCategory,85,itemQuestion,197
blanket-transportation,1,3849,itemQuestion,mostSimilar,2,itemQuestion,197
broom-snow,2,3849,itemQuestion,itemQuestion,74,itemQuestion,198
broom-snow,2,3849,itemQuestion,competitor,100,itemQuestion,198
broom-snow,2,3849,itemQuestion,sameCategory,0,itemQuestion,198
broom-snow,2,3849,itemQuestion,otherCategory,0,itemQuestion,198
broom-snow,2,3849,itemQuestion,mostSimilar,5,itemQuestion,198
postit-reading,3,3849,itemQuestion,itemQuestion,96,itemQuestion,199
postit-reading,3,3849,itemQuestion,competitor,99,itemQuestion,199
postit-reading,3,3849,itemQuestion,sameCategory,1,itemQuestion,199
postit-reading,3,3849,itemQuestion,otherCategory,0,itemQuestion,199
postit-reading,3,3849,itemQuestion,mostSimilar,18,itemQuestion,199
towel-clothes,4,3849,itemQuestion,itemQuestion,97,itemQuestion,200
towel-clothes,4,3849,itemQuestion,competitor,2,itemQuestion,200
towel-clothes,4,3849,itemQuestion,sameCategory,1,itemQuestion,200
towel-clothes,4,3849,itemQuestion,otherCategory,5,itemQuestion,200
towel-clothes,4,3849,itemQuestion,mostSimilar,4,itemQuestion,200
candy-halloween,1,3852,itemQuestion,itemQuestion,69,itemQuestion,201
candy-halloween,1,3852,itemQuestion,competitor,71,itemQuestion,201
candy-halloween,1,3852,itemQuestion,sameCategory,33,itemQuestion,201
candy-halloween,1,3852,itemQuestion,otherCategory,33,itemQuestion,201
candy-halloween,1,3852,itemQuestion,mostSimilar,70,itemQuestion,201
sugar-coffee,2,3852,itemQuestion,itemQuestion,100,itemQuestion,202
sugar-coffee,2,3852,itemQuestion,competitor,100,itemQuestion,202
sugar-coffee,2,3852,itemQuestion,sameCategory,80,itemQuestion,202
sugar-coffee,2,3852,itemQuestion,otherCategory,0,itemQuestion,202
sugar-coffee,2,3852,itemQuestion,mostSimilar,82,itemQuestion,202
bottle-plants,4,3852,itemQuestion,itemQuestion,100,itemQuestion,203
bottle-plants,4,3852,itemQuestion,competitor,100,itemQuestion,203
bottle-plants,4,3852,itemQuestion,sameCategory,23,itemQuestion,203
bottle-plants,4,3852,itemQuestion,otherCategory,0,itemQuestion,203
bottle-plants,4,3852,itemQuestion,mostSimilar,57,itemQuestion,203
handkerchief-injury,5,3852,itemQuestion,itemQuestion,100,itemQuestion,204
handkerchief-injury,5,3852,itemQuestion,competitor,88,itemQuestion,204
handkerchief-injury,5,3852,itemQuestion,sameCategory,78,itemQuestion,204
handkerchief-injury,5,3852,itemQuestion,otherCategory,0,itemQuestion,204
handkerchief-injury,5,3852,itemQuestion,mostSimilar,84,itemQuestion,204
blanket-transportation,1,3861,itemQuestion,itemQuestion,100,itemQuestion,205
blanket-transportation,1,3861,itemQuestion,competitor,99,itemQuestion,205
blanket-transportation,1,3861,itemQuestion,sameCategory,99,itemQuestion,205
blanket-transportation,1,3861,itemQuestion,otherCategory,66,itemQuestion,205
blanket-transportation,1,3861,itemQuestion,mostSimilar,17,itemQuestion,205
box-bbq,3,3861,itemQuestion,itemQuestion,100,itemQuestion,206
box-bbq,3,3861,itemQuestion,competitor,51,itemQuestion,206
box-bbq,3,3861,itemQuestion,sameCategory,88,itemQuestion,206
box-bbq,3,3861,itemQuestion,otherCategory,50,itemQuestion,206
box-bbq,3,3861,itemQuestion,mostSimilar,98,itemQuestion,206
broom-snow,4,3861,itemQuestion,itemQuestion,99,itemQuestion,207
broom-snow,4,3861,itemQuestion,competitor,57,itemQuestion,207
broom-snow,4,3861,itemQuestion,sameCategory,0,itemQuestion,207
broom-snow,4,3861,itemQuestion,otherCategory,1,itemQuestion,207
broom-snow,4,3861,itemQuestion,mostSimilar,35,itemQuestion,207
postit-reading,5,3861,itemQuestion,itemQuestion,99,itemQuestion,208
postit-reading,5,3861,itemQuestion,competitor,84,itemQuestion,208
postit-reading,5,3861,itemQuestion,sameCategory,1,itemQuestion,208
postit-reading,5,3861,itemQuestion,otherCategory,1,itemQuestion,208
postit-reading,5,3861,itemQuestion,mostSimilar,55,itemQuestion,208
blanket-transportation,2,3843,itemQuestion,itemQuestion,66,itemQuestion,209
blanket-transportation,2,3843,itemQuestion,competitor,100,itemQuestion,209
blanket-transportation,2,3843,itemQuestion,sameCategory,100,itemQuestion,209
blanket-transportation,2,3843,itemQuestion,otherCategory,85,itemQuestion,209
blanket-transportation,2,3843,itemQuestion,mostSimilar,57,itemQuestion,209
sugar-baking,3,3843,itemQuestion,itemQuestion,100,itemQuestion,210
sugar-baking,3,3843,itemQuestion,competitor,67,itemQuestion,210
sugar-baking,3,3843,itemQuestion,sameCategory,18,itemQuestion,210
sugar-baking,3,3843,itemQuestion,otherCategory,0,itemQuestion,210
sugar-baking,3,3843,itemQuestion,mostSimilar,74,itemQuestion,210
handkerchief-sauce,4,3843,itemQuestion,itemQuestion,76,itemQuestion,211
handkerchief-sauce,4,3843,itemQuestion,competitor,100,itemQuestion,211
handkerchief-sauce,4,3843,itemQuestion,sameCategory,20,itemQuestion,211
handkerchief-sauce,4,3843,itemQuestion,otherCategory,16,itemQuestion,211
handkerchief-sauce,4,3843,itemQuestion,mostSimilar,78,itemQuestion,211
candy-dessert,5,3843,itemQuestion,itemQuestion,100,itemQuestion,212
candy-dessert,5,3843,itemQuestion,competitor,100,itemQuestion,212
candy-dessert,5,3843,itemQuestion,sameCategory,54,itemQuestion,212
candy-dessert,5,3843,itemQuestion,otherCategory,29,itemQuestion,212
candy-dessert,5,3843,itemQuestion,mostSimilar,100,itemQuestion,212
candy-dessert,2,3856,itemQuestion,itemQuestion,94,itemQuestion,213
candy-dessert,2,3856,itemQuestion,competitor,87,itemQuestion,213
candy-dessert,2,3856,itemQuestion,sameCategory,84,itemQuestion,213
candy-dessert,2,3856,itemQuestion,otherCategory,42,itemQuestion,213
candy-dessert,2,3856,itemQuestion,mostSimilar,74,itemQuestion,213
towel-clothes,3,3856,itemQuestion,itemQuestion,90,itemQuestion,214
towel-clothes,3,3856,itemQuestion,competitor,95,itemQuestion,214
towel-clothes,3,3856,itemQuestion,sameCategory,82,itemQuestion,214
towel-clothes,3,3856,itemQuestion,otherCategory,74,itemQuestion,214
towel-clothes,3,3856,itemQuestion,mostSimilar,90,itemQuestion,214
pot-jam,4,3856,itemQuestion,itemQuestion,95,itemQuestion,215
pot-jam,4,3856,itemQuestion,competitor,100,itemQuestion,215
pot-jam,4,3856,itemQuestion,sameCategory,89,itemQuestion,215
pot-jam,4,3856,itemQuestion,otherCategory,14,itemQuestion,215
pot-jam,4,3856,itemQuestion,mostSimilar,100,itemQuestion,215
sweatpants-spill,5,3856,itemQuestion,itemQuestion,100,itemQuestion,216
sweatpants-spill,5,3856,itemQuestion,competitor,62,itemQuestion,216
sweatpants-spill,5,3856,itemQuestion,sameCategory,100,itemQuestion,216
sweatpants-spill,5,3856,itemQuestion,otherCategory,35,itemQuestion,216
sweatpants-spill,5,3856,itemQuestion,mostSimilar,100,itemQuestion,216
candy-dessert,1,3865,itemQuestion,itemQuestion,87,itemQuestion,217
candy-dessert,1,3865,itemQuestion,competitor,51,itemQuestion,217
candy-dessert,1,3865,itemQuestion,sameCategory,52,itemQuestion,217
candy-dessert,1,3865,itemQuestion,otherCategory,50,itemQuestion,217
candy-dessert,1,3865,itemQuestion,mostSimilar,62,itemQuestion,217
blanket-transportation,2,3865,itemQuestion,itemQuestion,80,itemQuestion,218
blanket-transportation,2,3865,itemQuestion,competitor,100,itemQuestion,218
blanket-transportation,2,3865,itemQuestion,sameCategory,63,itemQuestion,218
blanket-transportation,2,3865,itemQuestion,otherCategory,32,itemQuestion,218
blanket-transportation,2,3865,itemQuestion,mostSimilar,37,itemQuestion,218
towel-clothes,4,3865,itemQuestion,itemQuestion,76,itemQuestion,219
towel-clothes,4,3865,itemQuestion,competitor,81,itemQuestion,219
towel-clothes,4,3865,itemQuestion,sameCategory,84,itemQuestion,219
towel-clothes,4,3865,itemQuestion,otherCategory,70,itemQuestion,219
towel-clothes,4,3865,itemQuestion,mostSimilar,82,itemQuestion,219
broom-snow,5,3865,itemQuestion,itemQuestion,27,itemQuestion,220
broom-snow,5,3865,itemQuestion,competitor,82,itemQuestion,220
broom-snow,5,3865,itemQuestion,sameCategory,33,itemQuestion,220
broom-snow,5,3865,itemQuestion,otherCategory,24,itemQuestion,220
broom-snow,5,3865,itemQuestion,mostSimilar,20,itemQuestion,220
umbrella-summer,1,3844,itemQuestion,itemQuestion,100,itemQuestion,221
umbrella-summer,1,3844,itemQuestion,competitor,90,itemQuestion,221
umbrella-summer,1,3844,itemQuestion,sameCategory,79,itemQuestion,221
umbrella-summer,1,3844,itemQuestion,otherCategory,13,itemQuestion,221
umbrella-summer,1,3844,itemQuestion,mostSimilar,12,itemQuestion,221
bottle-plants,2,3844,itemQuestion,itemQuestion,100,itemQuestion,222
bottle-plants,2,3844,itemQuestion,competitor,100,itemQuestion,222
bottle-plants,2,3844,itemQuestion,sameCategory,88,itemQuestion,222
bottle-plants,2,3844,itemQuestion,otherCategory,0,itemQuestion,222
bottle-plants,2,3844,itemQuestion,mostSimilar,90,itemQuestion,222
broom-renovation,3,3844,itemQuestion,itemQuestion,100,itemQuestion,223
broom-renovation,3,3844,itemQuestion,competitor,100,itemQuestion,223
broom-renovation,3,3844,itemQuestion,sameCategory,0,itemQuestion,223
broom-renovation,3,3844,itemQuestion,otherCategory,0,itemQuestion,223
broom-renovation,3,3844,itemQuestion,mostSimilar,59,itemQuestion,223
postit-board,4,3844,itemQuestion,itemQuestion,100,itemQuestion,224
postit-board,4,3844,itemQuestion,competitor,40,itemQuestion,224
postit-board,4,3844,itemQuestion,sameCategory,47,itemQuestion,224
postit-board,4,3844,itemQuestion,otherCategory,3,itemQuestion,224
postit-board,4,3844,itemQuestion,mostSimilar,56,itemQuestion,224
candy-halloween,1,3845,itemQuestion,itemQuestion,100,itemQuestion,225
candy-halloween,1,3845,itemQuestion,competitor,0,itemQuestion,225
candy-halloween,1,3845,itemQuestion,sameCategory,0,itemQuestion,225
candy-halloween,1,3845,itemQuestion,otherCategory,0,itemQuestion,225
candy-halloween,1,3845,itemQuestion,mostSimilar,74,itemQuestion,225
sugar-coffee,2,3845,itemQuestion,itemQuestion,100,itemQuestion,226
sugar-coffee,2,3845,itemQuestion,competitor,91,itemQuestion,226
sugar-coffee,2,3845,itemQuestion,sameCategory,63,itemQuestion,226
sugar-coffee,2,3845,itemQuestion,otherCategory,0,itemQuestion,226
sugar-coffee,2,3845,itemQuestion,mostSimilar,92,itemQuestion,226
broom-renovation,3,3845,itemQuestion,itemQuestion,100,itemQuestion,227
broom-renovation,3,3845,itemQuestion,competitor,100,itemQuestion,227
broom-renovation,3,3845,itemQuestion,sameCategory,63,itemQuestion,227
broom-renovation,3,3845,itemQuestion,otherCategory,0,itemQuestion,227
broom-renovation,3,3845,itemQuestion,mostSimilar,88,itemQuestion,227
pot-garden,5,3845,itemQuestion,itemQuestion,100,itemQuestion,228
pot-garden,5,3845,itemQuestion,competitor,59,itemQuestion,228
pot-garden,5,3845,itemQuestion,sameCategory,0,itemQuestion,228
pot-garden,5,3845,itemQuestion,otherCategory,12,itemQuestion,228
pot-garden,5,3845,itemQuestion,mostSimilar,65,itemQuestion,228
pot-garden,1,3850,itemQuestion,itemQuestion,79,itemQuestion,229
pot-garden,1,3850,itemQuestion,competitor,65,itemQuestion,229
pot-garden,1,3850,itemQuestion,sameCategory,48,itemQuestion,229
pot-garden,1,3850,itemQuestion,otherCategory,57,itemQuestion,229
pot-garden,1,3850,itemQuestion,mostSimilar,43,itemQuestion,229
blanket-sleepover,3,3850,itemQuestion,itemQuestion,81,itemQuestion,230
blanket-sleepover,3,3850,itemQuestion,competitor,57,itemQuestion,230
blanket-sleepover,3,3850,itemQuestion,sameCategory,32,itemQuestion,230
blanket-sleepover,3,3850,itemQuestion,otherCategory,12,itemQuestion,230
blanket-sleepover,3,3850,itemQuestion,mostSimilar,57,itemQuestion,230
handkerchief-injury,4,3850,itemQuestion,itemQuestion,76,itemQuestion,231
handkerchief-injury,4,3850,itemQuestion,competitor,26,itemQuestion,231
