submission_id,age,comments,competitor,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemOrder,itemQuestion,languages,otherCategory,responseTime,sameCategory,settingName,targetOption,trialNr,trial_type
2997,36,NA,54,Did not graduate High-school,194967,1711973545534,1711973350567,female,electronics-console,"competitor,itemQuestion,otherCategory,sameCategory",22,english,94,15758,23,electronics,otherCategory,3,main
2997,36,NA,2,Did not graduate High-school,194967,1711973545534,1711973350567,female,carRental-fun,"otherCategory,sameCategory,itemQuestion,competitor",1,english,1,21132,1,carRental,itemQuestion,4,filler
2997,36,NA,89,Did not graduate High-school,194967,1711973545534,1711973350567,female,gym-boxing,"itemQuestion,sameCategory,otherCategory,competitor",51,english,0,17837,28,gymActivities,competitor,5,main
2998,49,Intriguing,100,Graduated College,302517,1711973545793,1711973243276,male,books-romance,"itemQuestion,competitor,otherCategory,sameCategory",88,English,54,17652,53,books,competitor,1,main
2998,49,Intriguing,21,Graduated College,302517,1711973545793,1711973243276,male,dutyFree-smokes,"itemQuestion,otherCategory,competitor,sameCategory",42,English,35,10928,99,dutyFree,sameCategory,2,main
2998,49,Intriguing,89,Graduated College,302517,1711973545793,1711973243276,male,jobCenter-engineer,"itemQuestion,otherCategory,sameCategory,competitor",100,English,13,53440,74,jobCenter,itemQuestion,3,filler
2998,49,Intriguing,60,Graduated College,302517,1711973545793,1711973243276,male,bar-whiteWine,"otherCategory,sameCategory,itemQuestion,competitor",100,English,20,7288,46,bar,itemQuestion,4,main
2998,49,Intriguing,44,Graduated College,302517,1711973545793,1711973243276,male,clothing-clothes,"sameCategory,competitor,otherCategory,itemQuestion",42,English,100,21872,31,clothing,otherCategory,5,main
2999,34,NA,70,Graduated College,235591,1711973544705,1711973309114,NA,jobCenter-office,"competitor,sameCategory,itemQuestion,otherCategory",100,English,14,38388,56,jobCenter,itemQuestion,1,filler
2999,34,NA,61,Graduated College,235591,1711973544705,1711973309114,NA,interior-deco,"competitor,itemQuestion,sameCategory,otherCategory",100,English,15,24006,22,interior,itemQuestion,2,main
2999,34,NA,81,Graduated College,235591,1711973544705,1711973309114,NA,books-fantasy,"sameCategory,itemQuestion,otherCategory,competitor",70,English,28,28812,100,books,sameCategory,3,main
2999,34,NA,10,Graduated College,235591,1711973544705,1711973309114,NA,gym-boxing,"competitor,otherCategory,itemQuestion,sameCategory",8,English,99,32811,38,gymActivities,otherCategory,4,main
2999,34,NA,100,Graduated College,235591,1711973544705,1711973309114,NA,waterSport-muscle,"competitor,otherCategory,itemQuestion,sameCategory",82,English,39,34802,38,waterSport,competitor,5,main
3000,69,NA,64,Graduated High-school,296395,1711973560178,1711973263783,female,carRental-fun,"itemQuestion,otherCategory,competitor,sameCategory",99,english,15,24755,63,carRental,itemQuestion,1,filler
3000,69,NA,12,Graduated High-school,296395,1711973560178,1711973263783,female,petAdoption-hamster,"itemQuestion,competitor,sameCategory,otherCategory",11,english,99,18682,13,petAdoption,otherCategory,2,main
3000,69,NA,51,Graduated High-school,296395,1711973560178,1711973263783,female,cafe-pizza,"sameCategory,competitor,itemQuestion,otherCategory",17,english,1,32030,99,cafe,sameCategory,3,main
3000,69,NA,99,Graduated High-school,296395,1711973560178,1711973263783,female,bookingAgency-highClassAccommodation,"itemQuestion,otherCategory,competitor,sameCategory",99,english,19,80302,57,bookingAgency,competitor,4,main
3000,69,NA,24,Graduated High-school,296395,1711973560178,1711973263783,female,kidsActivities-sports,"competitor,otherCategory,itemQuestion,sameCategory",100,english,12,19223,3,kidsActivities,itemQuestion,5,main
3001,34,NA,70,Higher degree,258997,1711973564920,1711973305923,male,petAdoption-hamster,"sameCategory,itemQuestion,competitor,otherCategory",58,NA,56,47277,65,petAdoption,competitor,1,main
3001,34,NA,87,Higher degree,258997,1711973564920,1711973305923,male,bookingAgency-highClassAccommodation,"competitor,itemQuestion,otherCategory,sameCategory",43,NA,24,46669,100,bookingAgency,sameCategory,2,main
3001,34,NA,58,Higher degree,258997,1711973564920,1711973305923,male,books-fantasy,"competitor,itemQuestion,sameCategory,otherCategory",100,NA,47,15196,43,books,itemQuestion,3,main
3001,34,NA,42,Higher degree,258997,1711973564920,1711973305923,male,music-hardrock,"itemQuestion,competitor,sameCategory,otherCategory",100,NA,48,28252,53,music,itemQuestion,4,filler
3001,34,NA,25,Higher degree,258997,1711973564920,1711973305923,male,zoo-reptiles,"itemQuestion,otherCategory,competitor,sameCategory",41,NA,100,33128,28,zoo,otherCategory,5,main
3008,52,Some VERY different selections in the choices given!,59,Higher degree,368802,1711973643191,1711973274389,male,bookingAgency-highClassAccommodation,"otherCategory,competitor,sameCategory,itemQuestion",100,English,1,43580,80,bookingAgency,itemQuestion,1,main
3008,52,Some VERY different selections in the choices given!,100,Higher degree,368802,1711973643191,1711973274389,male,touristInfo-clubbing,"sameCategory,competitor,itemQuestion,otherCategory",67,English,9,23044,2,touristInfo,competitor,2,main
3008,52,Some VERY different selections in the choices given!,64,Higher degree,368802,1711973643191,1711973274389,male,airport-usa,"otherCategory,sameCategory,itemQuestion,competitor",100,English,0,17144,0,airport,itemQuestion,3,filler
3008,52,Some VERY different selections in the choices given!,40,Higher degree,368802,1711973643191,1711973274389,male,dutyFree-sweets,"otherCategory,competitor,itemQuestion,sameCategory",50,English,0,26979,100,dutyFree,sameCategory,4,main
3008,52,Some VERY different selections in the choices given!,17,Higher degree,368802,1711973643191,1711973274389,male,zoo-reptiles,"sameCategory,itemQuestion,competitor,otherCategory",16,English,100,24304,22,zoo,otherCategory,5,main
3002,48,Thank you for letting me participate.,100,Higher degree,330149,1711973582690,1711973252541,male,music-hardrock,"itemQuestion,competitor,otherCategory,sameCategory",100,English,100,130983,99,music,itemQuestion,1,filler
3002,48,Thank you for letting me participate.,100,Higher degree,330149,1711973582690,1711973252541,male,waterSport-muscle,"itemQuestion,sameCategory,otherCategory,competitor",1,English,0,85922,1,waterSport,competitor,2,main
3002,48,Thank you for letting me participate.,1,Higher degree,330149,1711973582690,1711973252541,male,books-fantasy,"otherCategory,competitor,sameCategory,itemQuestion",1,English,1,36658,99,books,sameCategory,3,main
3002,48,Thank you for letting me participate.,0,Higher degree,330149,1711973582690,1711973252541,male,bookingAgency-highClassAccommodation,"competitor,sameCategory,itemQuestion,otherCategory",0,English,100,26927,1,bookingAgency,otherCategory,4,main
3002,48,Thank you for letting me participate.,1,Higher degree,330149,1711973582690,1711973252541,male,zoo-reptiles,"itemQuestion,competitor,otherCategory,sameCategory",100,English,0,17018,0,zoo,itemQuestion,5,main
3003,44,NA,0,Higher degree,341170,1711973596801,1711973255631,female,airport-usa,"itemQuestion,otherCategory,sameCategory,competitor",100,"English, Hungarian",0,123979,0,airport,itemQuestion,1,filler
3003,44,NA,4,Higher degree,341170,1711973596801,1711973255631,female,kidsActivities-sports,"otherCategory,sameCategory,itemQuestion,competitor",4,"English, Hungarian",0,17684,100,kidsActivities,sameCategory,2,main
3003,44,NA,64,Higher degree,341170,1711973596801,1711973255631,female,waterSport-muscle,"sameCategory,otherCategory,competitor,itemQuestion",100,"English, Hungarian",7,26813,23,waterSport,itemQuestion,3,main
3003,44,NA,0,Higher degree,341170,1711973596801,1711973255631,female,bar-tea,"otherCategory,competitor,sameCategory,itemQuestion",0,"English, Hungarian",100,11416,0,bar,otherCategory,4,main
3003,44,NA,100,Higher degree,341170,1711973596801,1711973255631,female,bookingAgency-highClassAccommodation,"sameCategory,otherCategory,competitor,itemQuestion",41,"English, Hungarian",7,106127,100,bookingAgency,competitor,5,main
3004,35,NA,0,Graduated College,133143,1711973664651,1711973531508,female,carRental-fun,"itemQuestion,otherCategory,sameCategory,competitor",0,English,0,22672,0,carRental,itemQuestion,1,filler
3004,35,NA,29,Graduated College,133143,1711973664651,1711973531508,female,touristInfo-clubbing,"itemQuestion,sameCategory,otherCategory,competitor",22,English,16,19019,100,touristInfo,sameCategory,2,main
3004,35,NA,100,Graduated College,133143,1711973664651,1711973531508,female,gym-boxing,"competitor,sameCategory,itemQuestion,otherCategory",55,English,29,13266,30,gymActivities,competitor,3,main
3004,35,NA,36,Graduated College,133143,1711973664651,1711973531508,female,cafe-pizza,"otherCategory,itemQuestion,competitor,sameCategory",100,English,34,13549,0,cafe,itemQuestion,4,main
3004,35,NA,42,Graduated College,133143,1711973664651,1711973531508,female,waterSport-muscle,"otherCategory,competitor,itemQuestion,sameCategory",45,English,100,13297,26,waterSport,otherCategory,5,main
3013,41,Thank you for allowing me to take part,76,Graduated College,424207,1711974500636,1711974076429,male,jobCenter-engineer,"competitor,itemQuestion,otherCategory,sameCategory",100,English,8,135767,40,jobCenter,itemQuestion,1,filler
3013,41,Thank you for allowing me to take part,35,Graduated College,424207,1711974500636,1711974076429,male,kidsActivities-crafts,"sameCategory,competitor,otherCategory,itemQuestion",36,English,100,15700,9,kidsActivities,otherCategory,2,main
3013,41,Thank you for allowing me to take part,55,Graduated College,424207,1711974500636,1711974076429,male,gym-yoga,"sameCategory,otherCategory,itemQuestion,competitor",46,English,58,109419,84,gymActivities,competitor,3,main
3013,41,Thank you for allowing me to take part,42,Graduated College,424207,1711974500636,1711974076429,male,touristInfo-childTheatre,"otherCategory,competitor,sameCategory,itemQuestion",100,English,11,11296,28,touristInfo,itemQuestion,4,main
3013,41,Thank you for allowing me to take part,22,Graduated College,424207,1711974500636,1711974076429,male,books-romance,"otherCategory,sameCategory,competitor,itemQuestion",18,English,63,10020,95,books,sameCategory,5,main
3015,25,NA,86,Higher degree,98201,1711973737404,1711973639203,female,interior-green,"otherCategory,itemQuestion,sameCategory,competitor",100,English,32,25580,75,interior,itemQuestion,1,main
3015,25,NA,15,Higher degree,98201,1711973737404,1711973639203,female,petAdoption-dogs,"otherCategory,sameCategory,itemQuestion,competitor",15,English,99,9340,30,petAdoption,otherCategory,2,main
3015,25,NA,100,Higher degree,98201,1711973737404,1711973639203,female,art-drawing,"sameCategory,itemQuestion,otherCategory,competitor",100,English,100,13743,100,art,itemQuestion,3,filler
3015,25,NA,29,Higher degree,98201,1711973737404,1711973639203,female,clothing-clothes,"competitor,itemQuestion,sameCategory,otherCategory",42,English,21,14469,99,clothing,sameCategory,4,main
3015,25,NA,99,Higher degree,98201,1711973737404,1711973639203,female,kidsActivities-crafts,"sameCategory,competitor,itemQuestion,otherCategory",81,English,47,9091,64,kidsActivities,competitor,5,main
3016,33,NA,63,Higher degree,92277,1711973756703,1711973664426,female,zoo-reptiles,"otherCategory,itemQuestion,sameCategory,competitor",96,English,57,16383,63,zoo,itemQuestion,1,main
3016,33,NA,92,Higher degree,92277,1711973756703,1711973664426,female,petAdoption-hamster,"sameCategory,competitor,otherCategory,itemQuestion",57,English,70,13901,36,petAdoption,competitor,2,main
3016,33,NA,100,Higher degree,92277,1711973756703,1711973664426,female,art-painting,"itemQuestion,competitor,otherCategory,sameCategory",100,English,100,13713,100,art,itemQuestion,3,filler
3016,33,NA,5,Higher degree,92277,1711973756703,1711973664426,female,gym-boxing,"sameCategory,otherCategory,competitor,itemQuestion",2,English,98,12531,3,gymActivities,otherCategory,4,main
3016,33,NA,57,Higher degree,92277,1711973756703,1711973664426,female,books-fantasy,"competitor,otherCategory,itemQuestion,sameCategory",52,English,15,16842,96,books,sameCategory,5,main
3005,65,NA,55,Graduated High-school,348606,1711973624061,1711973275455,male,petAdoption-dogs,"otherCategory,itemQuestion,sameCategory,competitor",88,english,3,37559,30,petAdoption,itemQuestion,1,main
3005,65,NA,47,Graduated High-school,348606,1711973624061,1711973275455,male,kidsActivities-crafts,"otherCategory,itemQuestion,competitor,sameCategory",47,english,94,40528,31,kidsActivities,otherCategory,2,main
3005,65,NA,99,Graduated High-school,348606,1711973624061,1711973275455,male,clothing-clothes,"competitor,itemQuestion,sameCategory,otherCategory",72,english,4,70007,35,clothing,competitor,3,main
3005,65,NA,73,Graduated High-school,348606,1711973624061,1711973275455,male,gym-yoga,"itemQuestion,sameCategory,competitor,otherCategory",65,english,16,40452,97,gymActivities,sameCategory,4,main
3005,65,NA,59,Graduated High-school,348606,1711973624061,1711973275455,male,carRental-moving,"sameCategory,itemQuestion,otherCategory,competitor",99,english,99,67546,55,carRental,itemQuestion,5,filler
3006,54,NA,99,Graduated College,118184,1711973642111,1711973523927,male,interior-deco,"itemQuestion,otherCategory,competitor,sameCategory",61,NA,17,26095,28,interior,competitor,1,main
3006,54,NA,66,Graduated College,118184,1711973642111,1711973523927,male,dutyFree-sweets,"sameCategory,itemQuestion,otherCategory,competitor",60,NA,0,17900,98,dutyFree,sameCategory,2,main
3006,54,NA,88,Graduated College,118184,1711973642111,1711973523927,male,kidsActivities-sports,"otherCategory,itemQuestion,competitor,sameCategory",99,NA,4,23339,39,kidsActivities,itemQuestion,3,main
3006,54,NA,7,Graduated College,118184,1711973642111,1711973523927,male,clothing-acc,"competitor,sameCategory,itemQuestion,otherCategory",1,NA,99,14893,57,clothing,otherCategory,4,main
3006,54,NA,74,Graduated College,118184,1711973642111,1711973523927,male,music-hardrock,"sameCategory,otherCategory,itemQuestion,competitor",98,NA,1,17327,79,music,itemQuestion,5,filler
3007,24,NA,23,Graduated College,228050,1711973638103,1711973410053,male,touristInfo-clubbing,"competitor,sameCategory,itemQuestion,otherCategory",6,English,0,33048,100,touristInfo,sameCategory,1,main
3007,24,NA,100,Graduated College,228050,1711973638103,1711973410053,male,friendsActivities-videoEntertainment,"competitor,sameCategory,otherCategory,itemQuestion",87,English,19,24460,54,friendsActivities,competitor,2,main
3007,24,NA,78,Graduated College,228050,1711973638103,1711973410053,male,cafe-pizza,"otherCategory,sameCategory,itemQuestion,competitor",100,English,8,29714,32,cafe,itemQuestion,3,main
3007,24,NA,74,Graduated College,228050,1711973638103,1711973410053,male,waterSport-muscle,"competitor,sameCategory,itemQuestion,otherCategory",73,English,100,29510,74,waterSport,otherCategory,4,main
3007,24,NA,64,Graduated College,228050,1711973638103,1711973410053,male,art-painting,"itemQuestion,sameCategory,competitor,otherCategory",100,English,23,46851,81,art,itemQuestion,5,filler
3009,30,NA,74,Graduated College,271108,1711973676980,1711973405872,female,interior-green,"otherCategory,itemQuestion,sameCategory,competitor",100,English,19,15434,73,interior,itemQuestion,1,main
3009,30,NA,19,Graduated College,271108,1711973676980,1711973405872,female,kidsActivities-crafts,"itemQuestion,competitor,otherCategory,sameCategory",18,English,100,10848,19,kidsActivities,otherCategory,2,main
3009,30,NA,18,Graduated College,271108,1711973676980,1711973405872,female,petAdoption-dogs,"otherCategory,itemQuestion,sameCategory,competitor",16,English,15,13570,100,petAdoption,sameCategory,3,main
3009,30,NA,100,Graduated College,271108,1711973676980,1711973405872,female,clothing-clothes,"sameCategory,otherCategory,competitor,itemQuestion",18,English,33,184172,19,clothing,competitor,4,main
3009,30,NA,19,Graduated College,271108,1711973676980,1711973405872,female,music-softrock,"sameCategory,competitor,otherCategory,itemQuestion",100,English,9,14459,18,music,itemQuestion,5,filler
3010,51,-,50,Graduated College,160875,1711973682772,1711973521897,female,books-romance,"competitor,sameCategory,itemQuestion,otherCategory",96,English,46,27075,18,books,itemQuestion,1,main
3010,51,-,32,Graduated College,160875,1711973682772,1711973521897,female,cafe-pie,"competitor,otherCategory,itemQuestion,sameCategory",35,English,89,19132,44,cafe,otherCategory,2,main
3010,51,-,95,Graduated College,160875,1711973682772,1711973521897,female,kidsActivities-crafts,"competitor,itemQuestion,otherCategory,sameCategory",51,English,28,20488,45,kidsActivities,competitor,3,main
3010,51,-,66,Graduated College,160875,1711973682772,1711973521897,female,carRental-moving,"competitor,itemQuestion,sameCategory,otherCategory",93,English,45,22059,56,carRental,itemQuestion,4,filler
3010,51,-,53,Graduated College,160875,1711973682772,1711973521897,female,zoo-xl,"itemQuestion,sameCategory,competitor,otherCategory",52,English,54,17079,96,zoo,sameCategory,5,main
3011,54,NA,100,Higher degree,409424,1711973693346,1711973283922,female,art-painting,"sameCategory,competitor,otherCategory,itemQuestion",100,English,100,22348,100,art,itemQuestion,1,filler
3011,54,NA,55,Higher degree,409424,1711973693346,1711973283922,female,books-fantasy,"itemQuestion,competitor,sameCategory,otherCategory",91,English,28,86497,46,books,itemQuestion,2,main
3011,54,NA,37,Higher degree,409424,1711973693346,1711973283922,female,zoo-reptiles,"itemQuestion,sameCategory,competitor,otherCategory",33,English,38,176132,100,zoo,sameCategory,3,main
3011,54,NA,37,Higher degree,409424,1711973693346,1711973283922,female,friendsActivities-videoEntertainment,"itemQuestion,competitor,sameCategory,otherCategory",38,English,100,35526,40,friendsActivities,otherCategory,4,main
3011,54,NA,100,Higher degree,409424,1711973693346,1711973283922,female,waterSport-muscle,"itemQuestion,competitor,sameCategory,otherCategory",43,English,46,57325,45,waterSport,competitor,5,main
3018,44,NA,55,Graduated High-school,588446,1711973839992,1711973251546,male,electronics-laptop,"itemQuestion,otherCategory,sameCategory,competitor",88,English,53,23696,54,electronics,itemQuestion,1,main
3018,44,NA,34,Graduated High-school,588446,1711973839992,1711973251546,male,friendsActivities-boardGames,"sameCategory,otherCategory,competitor,itemQuestion",14,English,97,22747,29,friendsActivities,otherCategory,2,main
3018,44,NA,71,Graduated High-school,588446,1711973839992,1711973251546,male,art-drawing,"itemQuestion,otherCategory,competitor,sameCategory",90,English,73,18377,55,art,itemQuestion,3,filler
3018,44,NA,30,Graduated High-school,588446,1711973839992,1711973251546,male,interior-green,"competitor,sameCategory,itemQuestion,otherCategory",33,English,12,18316,100,interior,sameCategory,4,main
3018,44,NA,98,Graduated High-school,588446,1711973839992,1711973251546,male,kidsActivities-crafts,"competitor,itemQuestion,otherCategory,sameCategory",73,English,18,21387,27,kidsActivities,competitor,5,main
3019,39,Thanks,82,Higher degree,535132,1711973884285,1711973349153,male,bookingAgency-lowClassAccommodation,"sameCategory,otherCategory,itemQuestion,competitor",100,english,100,28139,66,bookingAgency,itemQuestion,1,main
3019,39,Thanks,0,Higher degree,535132,1711973884285,1711973349153,male,music-softrock,"sameCategory,otherCategory,competitor,itemQuestion",100,english,21,11984,0,music,itemQuestion,2,filler
3019,39,Thanks,0,Higher degree,535132,1711973884285,1711973349153,male,bar-whiteWine,"otherCategory,sameCategory,competitor,itemQuestion",0,english,100,13618,0,bar,otherCategory,3,main
3019,39,Thanks,3,Higher degree,535132,1711973884285,1711973349153,male,cafe-pie,"otherCategory,competitor,itemQuestion,sameCategory",5,english,2,9692,100,cafe,sameCategory,4,main
3019,39,Thanks,100,Higher degree,535132,1711973884285,1711973349153,male,dutyFree-smokes,"itemQuestion,otherCategory,sameCategory,competitor",35,english,3,13978,20,dutyFree,competitor,5,main
3012,32,NA,19,Graduated College,147702,1711973699912,1711973552210,female,books-fantasy,"competitor,sameCategory,itemQuestion,otherCategory",19,English,100,26626,19,books,otherCategory,1,main
3012,32,NA,0,Graduated College,147702,1711973699912,1711973552210,female,bar-tea,"competitor,otherCategory,sameCategory,itemQuestion",0,English,40,24803,92,bar,sameCategory,2,main
3012,32,NA,100,Graduated College,147702,1711973699912,1711973552210,female,electronics-console,"competitor,itemQuestion,sameCategory,otherCategory",23,English,25,24835,21,electronics,competitor,3,main
3012,32,NA,39,Graduated College,147702,1711973699912,1711973552210,female,art-painting,"sameCategory,competitor,otherCategory,itemQuestion",100,English,38,23284,41,art,itemQuestion,4,filler
3012,32,NA,32,Graduated College,147702,1711973699912,1711973552210,female,dutyFree-sweets,"sameCategory,itemQuestion,competitor,otherCategory",100,English,0,19499,24,dutyFree,itemQuestion,5,main
3014,55,NA,37,Graduated High-school,475344,1711973736597,1711973261253,male,interior-deco,"otherCategory,competitor,sameCategory,itemQuestion",39,English,1,391136,99,interior,sameCategory,1,main
3014,55,NA,99,Graduated High-school,475344,1711973736597,1711973261253,male,zoo-reptiles,"otherCategory,competitor,sameCategory,itemQuestion",76,English,66,15860,58,zoo,competitor,2,main
3014,55,NA,67,Graduated High-school,475344,1711973736597,1711973261253,male,books-fantasy,"competitor,itemQuestion,sameCategory,otherCategory",99,English,0,16383,42,books,itemQuestion,3,main
3014,55,NA,2,Graduated High-school,475344,1711973736597,1711973261253,male,kidsActivities-sports,"sameCategory,itemQuestion,otherCategory,competitor",2,English,99,10184,1,kidsActivities,otherCategory,4,main
3014,55,NA,87,Graduated High-school,475344,1711973736597,1711973261253,male,music-hardrock,"competitor,sameCategory,itemQuestion,otherCategory",99,English,5,14703,83,music,itemQuestion,5,filler
3021,37,NA,33,Graduated High-school,677085,1711973911096,1711973234011,male,waterSport-muscle,"itemQuestion,otherCategory,competitor,sameCategory",32,"English, Bulgaria, German",100,182559,64,waterSport,otherCategory,1,main
3021,37,NA,86,Graduated High-school,677085,1711973911096,1711973234011,male,friendsActivities-videoEntertainment,"sameCategory,itemQuestion,competitor,otherCategory",100,"English, Bulgaria, German",35,37004,58,friendsActivities,itemQuestion,2,main
3021,37,NA,100,Graduated High-school,677085,1711973911096,1711973234011,male,petAdoption-hamster,"competitor,itemQuestion,otherCategory,sameCategory",65,"English, Bulgaria, German",12,86867,30,petAdoption,competitor,3,main
3021,37,NA,9,Graduated High-school,677085,1711973911096,1711973234011,male,zoo-reptiles,"competitor,itemQuestion,sameCategory,otherCategory",12,"English, Bulgaria, German",0,46092,100,zoo,sameCategory,4,main
3021,37,NA,0,Graduated High-school,677085,1711973911096,1711973234011,male,jobCenter-office,"itemQuestion,competitor,otherCategory,sameCategory",0,"English, Bulgaria, German",0,32095,0,jobCenter,itemQuestion,5,filler
3017,52,NA,89,Graduated High-school,263783,1711973823491,1711973559708,male,bookingAgency-lowClassAccommodation,"competitor,itemQuestion,sameCategory,otherCategory",1,English,92,81107,73,bookingAgency,competitor,1,main
3017,52,NA,100,Graduated High-school,263783,1711973823491,1711973559708,male,music-softrock,"sameCategory,itemQuestion,competitor,otherCategory",100,English,99,27116,100,music,itemQuestion,2,filler
3017,52,NA,0,Graduated High-school,263783,1711973823491,1711973559708,male,touristInfo-childTheatre,"sameCategory,itemQuestion,competitor,otherCategory",0,English,96,31759,0,touristInfo,otherCategory,3,main
3017,52,NA,6,Graduated High-school,263783,1711973823491,1711973559708,male,clothing-clothes,"competitor,itemQuestion,otherCategory,sameCategory",89,English,0,29321,0,clothing,itemQuestion,4,main
3017,52,NA,1,Graduated High-school,263783,1711973823491,1711973559708,male,kidsActivities-crafts,"sameCategory,otherCategory,itemQuestion,competitor",0,English,0,24415,100,kidsActivities,sameCategory,5,main
3020,44,None,8,Graduated College,656601,1711973889538,1711973232937,male,touristInfo-childTheatre,"sameCategory,otherCategory,competitor,itemQuestion",9,English,9,29757,82,touristInfo,sameCategory,1,main
3020,44,None,100,Graduated College,656601,1711973889538,1711973232937,male,books-romance,"otherCategory,sameCategory,itemQuestion,competitor",57,English,21,333754,21,books,competitor,2,main
3020,44,None,75,Graduated College,656601,1711973889538,1711973232937,male,waterSport-motor,"otherCategory,competitor,sameCategory,itemQuestion",97,English,52,58071,25,waterSport,itemQuestion,3,main
3020,44,None,21,Graduated College,656601,1711973889538,1711973232937,male,music-softrock,"itemQuestion,otherCategory,competitor,sameCategory",100,English,10,29904,25,music,itemQuestion,4,filler
3020,44,None,14,Graduated College,656601,1711973889538,1711973232937,male,clothing-clothes,"itemQuestion,sameCategory,otherCategory,competitor",8,English,97,34679,15,clothing,otherCategory,5,main
3022,26,NA,58,Graduated College,500918,1711974032294,1711973531376,male,art-drawing,"otherCategory,competitor,sameCategory,itemQuestion",95,English,62,14600,24,art,itemQuestion,1,filler
3022,26,NA,53,Graduated College,500918,1711974032294,1711973531376,male,bar-whiteWine,"itemQuestion,otherCategory,sameCategory,competitor",97,English,18,14233,33,bar,itemQuestion,2,main
3022,26,NA,59,Graduated College,500918,1711974032294,1711973531376,male,zoo-xl,"competitor,sameCategory,itemQuestion,otherCategory",60,English,29,10381,99,zoo,sameCategory,3,main
3022,26,NA,99,Graduated College,500918,1711974032294,1711973531376,male,books-romance,"itemQuestion,otherCategory,sameCategory,competitor",70,English,32,12603,26,books,competitor,4,main
3022,26,NA,7,Graduated College,500918,1711974032294,1711973531376,male,cafe-pie,"sameCategory,itemQuestion,otherCategory,competitor",34,English,98,9548,68,cafe,otherCategory,5,main
3023,61,NA,10,Graduated College,890541,1711974167729,1711973277188,female,petAdoption-hamster,"competitor,itemQuestion,otherCategory,sameCategory",11,English,95,77617,13,petAdoption,otherCategory,1,main
3023,61,NA,81,Graduated College,890541,1711974167729,1711973277188,female,friendsActivities-videoEntertainment,"otherCategory,competitor,itemQuestion,sameCategory",80,English,62,327278,53,friendsActivities,competitor,2,main
3023,61,NA,75,Graduated College,890541,1711974167729,1711973277188,female,jobCenter-office,"sameCategory,competitor,itemQuestion,otherCategory",92,English,43,24724,59,jobCenter,itemQuestion,3,filler
3023,61,NA,50,Graduated College,890541,1711974167729,1711973277188,female,touristInfo-clubbing,"sameCategory,itemQuestion,competitor,otherCategory",83,English,53,17648,36,touristInfo,itemQuestion,4,main
3023,61,NA,50,Graduated College,890541,1711974167729,1711973277188,female,dutyFree-sweets,"sameCategory,otherCategory,competitor,itemQuestion",56,English,64,29513,90,dutyFree,sameCategory,5,main
3024,32,NA,100,Higher degree,853416,1711974169512,1711973316096,female,dutyFree-smokes,"otherCategory,itemQuestion,competitor,sameCategory",52,ENGLISH,0,127829,56,dutyFree,competitor,1,main
3024,32,NA,0,Higher degree,853416,1711974169512,1711973316096,female,kidsActivities-crafts,"otherCategory,competitor,itemQuestion,sameCategory",3,ENGLISH,100,238908,0,kidsActivities,otherCategory,2,main
3024,32,NA,100,Higher degree,853416,1711974169512,1711973316096,female,jobCenter-engineer,"itemQuestion,otherCategory,sameCategory,competitor",100,ENGLISH,6,30598,10,jobCenter,itemQuestion,3,filler
3024,32,NA,100,Higher degree,853416,1711974169512,1711973316096,female,bookingAgency-lowClassAccommodation,"itemQuestion,sameCategory,competitor,otherCategory",66,ENGLISH,100,218412,100,bookingAgency,itemQuestion,4,main
3024,32,NA,0,Higher degree,853416,1711974169512,1711973316096,female,touristInfo-childTheatre,"sameCategory,competitor,otherCategory,itemQuestion",3,ENGLISH,0,130582,100,touristInfo,sameCategory,5,main
3025,28,NA,100,Graduated High-school,436917,1711974296820,1711973859903,male,carRental-fun,"sameCategory,competitor,otherCategory,itemQuestion",99,english,0,55208,0,carRental,itemQuestion,1,filler
3025,28,NA,1,Graduated High-school,436917,1711974296820,1711973859903,male,gym-boxing,"sameCategory,itemQuestion,otherCategory,competitor",100,english,0,21255,50,gymActivities,itemQuestion,2,main
3025,28,NA,99,Graduated High-school,436917,1711974296820,1711973859903,male,clothing-acc,"otherCategory,sameCategory,itemQuestion,competitor",1,english,0,13379,1,clothing,competitor,3,main
3025,28,NA,0,Graduated High-school,436917,1711974296820,1711973859903,male,waterSport-muscle,"sameCategory,itemQuestion,competitor,otherCategory",0,english,98,16858,1,waterSport,otherCategory,4,main
3025,28,NA,80,Graduated High-school,436917,1711974296820,1711973859903,male,bookingAgency-highClassAccommodation,"competitor,sameCategory,itemQuestion,otherCategory",79,english,2,40143,76,bookingAgency,sameCategory,5,main
3026,40,NA,35,Graduated College,1093539,1711974356800,1711973263261,female,clothing-acc,"competitor,sameCategory,itemQuestion,otherCategory",35,english,34,28711,74,clothing,sameCategory,1,main
3026,40,NA,74,Graduated College,1093539,1711974356800,1711973263261,female,books-fantasy,"sameCategory,competitor,otherCategory,itemQuestion",57,english,36,17363,56,books,competitor,2,main
3026,40,NA,60,Graduated College,1093539,1711974356800,1711973263261,female,gym-boxing,"itemQuestion,competitor,sameCategory,otherCategory",62,english,39,11326,40,gymActivities,itemQuestion,3,main
3026,40,NA,37,Graduated College,1093539,1711974356800,1711973263261,female,dutyFree-sweets,"itemQuestion,competitor,otherCategory,sameCategory",38,english,74,12989,54,dutyFree,otherCategory,4,main
