submission_id,age,comments,competitor,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemOrder,itemQuestion,languages,mostSimilar,otherCategory,responseTime,sameCategory,settingName,targetOption,trialNr,trial_type
3844,28,NA,90,Higher degree,213034,1718438088616,1718437875582,female,umbrella-summer,"otherCategory,mostSimilar,sameCategory,itemQuestion,competitor",100,NA,12,13,17096,79,umbrella,itemQuestion,1,main
3844,28,NA,100,Higher degree,213034,1718438088616,1718437875582,female,bottle-plants,"sameCategory,itemQuestion,mostSimilar,otherCategory,competitor",100,NA,90,0,20772,88,bottle,itemQuestion,2,main
3844,28,NA,100,Higher degree,213034,1718438088616,1718437875582,female,broom-renovation,"mostSimilar,sameCategory,competitor,itemQuestion,otherCategory",100,NA,59,0,13904,0,broom,itemQuestion,3,main
3844,28,NA,40,Higher degree,213034,1718438088616,1718437875582,female,postit-board,"itemQuestion,sameCategory,mostSimilar,otherCategory,competitor",100,NA,56,3,34860,47,postit,itemQuestion,4,main
3844,28,NA,49,Higher degree,213034,1718438088616,1718437875582,female,airport-europe-UPDATED,"mostSimilar,otherCategory,itemQuestion,sameCategory,competitor",100,NA,2,2,23816,11,airport,itemQuestion,5,filler
3845,62,NA,0,Graduated High-school,179850,1718438095376,1718437915526,male,candy-halloween,"itemQuestion,competitor,sameCategory,mostSimilar,otherCategory",100,English,74,0,43246,0,candy,itemQuestion,1,main
3845,62,NA,91,Graduated High-school,179850,1718438095376,1718437915526,male,sugar-coffee,"competitor,itemQuestion,mostSimilar,otherCategory,sameCategory",100,English,92,0,25786,63,sugar,itemQuestion,2,main
3845,62,NA,100,Graduated High-school,179850,1718438095376,1718437915526,male,broom-renovation,"competitor,otherCategory,itemQuestion,sameCategory,mostSimilar",100,English,88,0,24655,63,broom,itemQuestion,3,main
3845,62,NA,0,Graduated High-school,179850,1718438095376,1718437915526,male,carRental-moving,"mostSimilar,competitor,otherCategory,sameCategory,itemQuestion",0,English,0,0,18240,0,carRental,itemQuestion,4,filler
3845,62,NA,59,Graduated High-school,179850,1718438095376,1718437915526,male,pot-garden,"itemQuestion,mostSimilar,sameCategory,competitor,otherCategory",100,English,65,12,22856,0,pot,itemQuestion,5,main
3850,36,NA,65,Higher degree,244138,1718438137859,1718437893721,male,pot-garden,"otherCategory,competitor,sameCategory,itemQuestion,mostSimilar",79,"English, Polish",43,57,32512,48,pot,itemQuestion,1,main
3850,36,NA,58,Higher degree,244138,1718438137859,1718437893721,male,jobCenter-engineer,"mostSimilar,sameCategory,competitor,itemQuestion,otherCategory",62,"English, Polish",12,15,111729,60,jobCenter,itemQuestion,2,filler
3850,36,NA,57,Higher degree,244138,1718438137859,1718437893721,male,blanket-sleepover,"competitor,otherCategory,itemQuestion,mostSimilar,sameCategory",81,"English, Polish",57,12,13136,32,blanket,itemQuestion,3,main
3850,36,NA,26,Higher degree,244138,1718438137859,1718437893721,male,handkerchief-injury,"competitor,sameCategory,otherCategory,mostSimilar,itemQuestion",76,"English, Polish",30,28,9575,25,handkerchief,itemQuestion,4,main
3850,36,NA,31,Higher degree,244138,1718438137859,1718437893721,male,box-muffins,"competitor,sameCategory,itemQuestion,otherCategory,mostSimilar",79,"English, Polish",67,59,11216,31,box,itemQuestion,5,main
3862,43,NA,70,Higher degree,312739,1718438236332,1718437923593,female,postit-board,"mostSimilar,otherCategory,itemQuestion,competitor,sameCategory",100,british english,5,9,54353,67,postit,itemQuestion,1,main
3862,43,NA,91,Higher degree,312739,1718438236332,1718437923593,female,sugar-coffee,"otherCategory,sameCategory,itemQuestion,mostSimilar,competitor",100,british english,81,0,28169,76,sugar,itemQuestion,2,main
3862,43,NA,63,Higher degree,312739,1718438236332,1718437923593,female,pot-garden,"mostSimilar,itemQuestion,otherCategory,sameCategory,competitor",100,british english,56,1,42050,23,pot,itemQuestion,3,main
3862,43,NA,39,Higher degree,312739,1718438236332,1718437923593,female,music-softrock,"sameCategory,mostSimilar,competitor,otherCategory,itemQuestion",100,british english,63,23,22186,23,music,itemQuestion,4,filler
3862,43,NA,100,Higher degree,312739,1718438236332,1718437923593,female,broom-renovation,"itemQuestion,otherCategory,sameCategory,competitor,mostSimilar",100,british english,78,0,53756,62,broom,itemQuestion,5,main
3851,63,NA,89,Graduated College,246643,1718438129579,1718437882936,female,umbrella-rain,"itemQuestion,mostSimilar,sameCategory,competitor,otherCategory",96,ENGLISH,60,65,41006,7,umbrella,itemQuestion,1,main
3851,63,NA,92,Graduated College,246643,1718438129579,1718437882936,female,handkerchief-sauce,"competitor,sameCategory,mostSimilar,itemQuestion,otherCategory",72,ENGLISH,71,5,21275,17,handkerchief,itemQuestion,2,main
3851,63,NA,94,Graduated College,246643,1718438129579,1718437882936,female,blanket-transportation,"competitor,itemQuestion,sameCategory,otherCategory,mostSimilar",88,ENGLISH,71,40,23750,66,blanket,itemQuestion,3,main
3851,63,NA,1,Graduated College,246643,1718438129579,1718437882936,female,carRental-fun,"competitor,otherCategory,sameCategory,mostSimilar,itemQuestion",0,ENGLISH,1,0,84392,2,carRental,itemQuestion,4,filler
3851,63,NA,74,Graduated College,246643,1718438129579,1718437882936,female,bottle-water,"sameCategory,mostSimilar,itemQuestion,competitor,otherCategory",97,ENGLISH,45,6,30673,38,bottle,itemQuestion,5,main
3855,29,n/a,56,Graduated College,288460,1718438141481,1718437853021,male,candy-dessert,"competitor,sameCategory,itemQuestion,mostSimilar,otherCategory",61,english,74,66,11449,58,candy,itemQuestion,1,main
3855,29,n/a,66,Graduated College,288460,1718438141481,1718437853021,male,sugar-baking,"itemQuestion,competitor,mostSimilar,otherCategory,sameCategory",62,english,64,61,16991,73,sugar,itemQuestion,2,main
3855,29,n/a,75,Graduated College,288460,1718438141481,1718437853021,male,sweatpants-spill,"itemQuestion,otherCategory,sameCategory,mostSimilar,competitor",62,english,40,67,15548,40,sweatpants,itemQuestion,3,main
3855,29,n/a,69,Graduated College,288460,1718438141481,1718437853021,male,bottle-water,"sameCategory,itemQuestion,mostSimilar,otherCategory,competitor",62,english,67,55,16096,58,bottle,itemQuestion,4,main
3855,29,n/a,0,Graduated College,288460,1718438141481,1718437853021,male,airport-usa,"otherCategory,sameCategory,itemQuestion,mostSimilar,competitor",0,english,0,0,18504,0,airport,itemQuestion,5,filler
3866,59,NA,88,Graduated High-school,326375,1718438329140,1718438002765,male,blanket-sleepover,"itemQuestion,otherCategory,sameCategory,mostSimilar,competitor",97,English,32,35,48833,55,blanket,itemQuestion,1,main
3866,59,NA,70,Graduated High-school,326375,1718438329140,1718438002765,male,handkerchief-injury,"competitor,itemQuestion,sameCategory,mostSimilar,otherCategory",97,English,57,2,52192,70,handkerchief,itemQuestion,2,main
3866,59,NA,71,Graduated High-school,326375,1718438329140,1718438002765,male,sweatpants-sleepover,"otherCategory,competitor,sameCategory,itemQuestion,mostSimilar",100,English,72,2,55725,61,sweatpants,itemQuestion,3,main
3866,59,NA,76,Graduated High-school,326375,1718438329140,1718438002765,male,jobCenter-engineer,"mostSimilar,competitor,itemQuestion,otherCategory,sameCategory",100,English,7,6,38477,53,jobCenter,itemQuestion,4,filler
3866,59,NA,25,Graduated High-school,326375,1718438329140,1718438002765,male,pot-garden,"competitor,mostSimilar,itemQuestion,otherCategory,sameCategory",99,English,57,2,34754,2,pot,itemQuestion,5,main
3853,51,none,53,Graduated High-school,268652,1718438139988,1718437871336,female,handkerchief-injury,"otherCategory,mostSimilar,competitor,sameCategory,itemQuestion",99,NA,59,0,56780,17,handkerchief,itemQuestion,1,main
3853,51,none,100,Graduated High-school,268652,1718438139988,1718437871336,female,art-drawing,"itemQuestion,mostSimilar,competitor,sameCategory,otherCategory",100,NA,100,100,42423,100,art,itemQuestion,2,filler
3853,51,none,0,Graduated High-school,268652,1718438139988,1718437871336,female,umbrella-summer,"mostSimilar,itemQuestion,sameCategory,otherCategory,competitor",100,NA,10,18,32930,76,umbrella,itemQuestion,3,main
3853,51,none,84,Graduated High-school,268652,1718438139988,1718437871336,female,blanket-sleepover,"otherCategory,sameCategory,itemQuestion,competitor,mostSimilar",100,NA,5,10,25510,6,blanket,itemQuestion,4,main
3853,51,none,75,Graduated High-school,268652,1718438139988,1718437871336,female,sugar-coffee,"sameCategory,otherCategory,itemQuestion,mostSimilar,competitor",100,NA,43,0,34686,80,sugar,itemQuestion,5,main
3857,35,NA,100,Higher degree,232646,1718438138788,1718437906143,male,music-softrock,"competitor,mostSimilar,itemQuestion,otherCategory,sameCategory",100,English,100,100,25310,100,music,itemQuestion,1,filler
3857,35,NA,3,Higher degree,232646,1718438138788,1718437906143,male,pot-garden,"mostSimilar,sameCategory,competitor,otherCategory,itemQuestion",97,English,100,100,35849,100,pot,itemQuestion,2,main
3857,35,NA,100,Higher degree,232646,1718438138788,1718437906143,male,umbrella-summer,"competitor,itemQuestion,sameCategory,mostSimilar,otherCategory",100,English,100,100,25455,0,umbrella,itemQuestion,3,main
3857,35,NA,100,Higher degree,232646,1718438138788,1718437906143,male,bottle-plants,"mostSimilar,itemQuestion,otherCategory,sameCategory,competitor",100,English,100,0,19103,100,bottle,itemQuestion,4,main
3857,35,NA,3,Higher degree,232646,1718438138788,1718437906143,male,candy-halloween,"sameCategory,mostSimilar,competitor,otherCategory,itemQuestion",89,English,97,94,11779,100,candy,itemQuestion,5,main
3863,45,None,0,Higher degree,364297,1718438264775,1718437900478,male,blanket-transportation,"mostSimilar,sameCategory,itemQuestion,competitor,otherCategory",100,English,58,0,184006,74,blanket,itemQuestion,1,main
3863,45,None,0,Higher degree,364297,1718438264775,1718437900478,male,pot-jam,"sameCategory,otherCategory,mostSimilar,competitor,itemQuestion",100,English,35,40,11760,55,pot,itemQuestion,2,main
3863,45,None,100,Higher degree,364297,1718438264775,1718437900478,male,umbrella-rain,"mostSimilar,otherCategory,competitor,itemQuestion,sameCategory",100,English,62,24,13373,0,umbrella,itemQuestion,3,main
3863,45,None,92,Higher degree,364297,1718438264775,1718437900478,male,airport-usa,"itemQuestion,mostSimilar,otherCategory,competitor,sameCategory",100,English,74,0,12455,0,airport,itemQuestion,4,filler
3863,45,None,79,Higher degree,364297,1718438264775,1718437900478,male,postit-reading,"competitor,itemQuestion,otherCategory,sameCategory,mostSimilar",100,English,77,63,14829,31,postit,itemQuestion,5,main
3864,52,NA,77,Graduated High-school,390699,1718438278879,1718437888180,male,candy-dessert,"otherCategory,itemQuestion,sameCategory,mostSimilar,competitor",100,english,92,24,155857,47,candy,itemQuestion,1,main
3864,52,NA,99,Graduated High-school,390699,1718438278879,1718437888180,male,handkerchief-sauce,"mostSimilar,sameCategory,otherCategory,itemQuestion,competitor",99,english,99,1,23877,1,handkerchief,itemQuestion,2,main
3864,52,NA,99,Graduated High-school,390699,1718438278879,1718437888180,male,broom-snow,"mostSimilar,itemQuestion,sameCategory,otherCategory,competitor",99,english,53,1,43346,0,broom,itemQuestion,3,main
3864,52,NA,80,Graduated High-school,390699,1718438278879,1718437888180,male,art-painting,"otherCategory,itemQuestion,sameCategory,mostSimilar,competitor",100,english,87,84,29980,96,art,itemQuestion,4,filler
3864,52,NA,93,Graduated High-school,390699,1718438278879,1718437888180,male,postit-reading,"otherCategory,mostSimilar,sameCategory,competitor,itemQuestion",99,english,98,1,34914,21,postit,itemQuestion,5,main
3867,67,Please also ask for Level of Education applicable to somewhere other than US.,71,Graduated College,556185,1718438421899,1718437865714,male,bottle-plants,"competitor,itemQuestion,mostSimilar,otherCategory,sameCategory",64,English,63,34,28647,52,bottle,itemQuestion,1,main
3867,67,Please also ask for Level of Education applicable to somewhere other than US.,32,Graduated College,556185,1718438421899,1718437865714,male,postit-board,"competitor,sameCategory,itemQuestion,mostSimilar,otherCategory",93,English,56,28,384123,61,postit,itemQuestion,2,main
3867,67,Please also ask for Level of Education applicable to somewhere other than US.,61,Graduated College,556185,1718438421899,1718437865714,male,pot-garden,"mostSimilar,otherCategory,itemQuestion,competitor,sameCategory",94,English,45,20,15322,46,pot,itemQuestion,3,main
3867,67,Please also ask for Level of Education applicable to somewhere other than US.,80,Graduated College,556185,1718438421899,1718437865714,male,sweatpants-sleepover,"itemQuestion,competitor,mostSimilar,otherCategory,sameCategory",100,English,62,33,17668,55,sweatpants,itemQuestion,4,main
3867,67,Please also ask for Level of Education applicable to somewhere other than US.,100,Graduated College,556185,1718438421899,1718437865714,male,art-drawing,"itemQuestion,competitor,otherCategory,mostSimilar,sameCategory",100,English,100,100,20738,100,art,itemQuestion,5,filler
3868,22,NA,11,Higher degree,481035,1718438487292,1718438006257,male,sugar-coffee,"mostSimilar,otherCategory,competitor,sameCategory,itemQuestion",100,English,57,0,33451,11,sugar,itemQuestion,1,main
3868,22,NA,0,Higher degree,481035,1718438487292,1718438006257,male,art-drawing,"itemQuestion,mostSimilar,otherCategory,sameCategory,competitor",100,English,0,0,55086,0,art,itemQuestion,2,filler
3868,22,NA,100,Higher degree,481035,1718438487292,1718438006257,male,broom-renovation,"otherCategory,competitor,mostSimilar,sameCategory,itemQuestion",100,English,55,9,136272,0,broom,itemQuestion,3,main
3868,22,NA,100,Higher degree,481035,1718438487292,1718438006257,male,towel-hair,"competitor,sameCategory,mostSimilar,itemQuestion,otherCategory",100,English,54,55,197173,90,towel,itemQuestion,4,main
3868,22,NA,45,Higher degree,481035,1718438487292,1718438006257,male,candy-halloween,"competitor,otherCategory,mostSimilar,itemQuestion,sameCategory",100,English,100,48,28502,64,candy,itemQuestion,5,main
3869,28,NA,69,Graduated College,204614,1718438577472,1718438372858,female,sweatpants-sleepover,"mostSimilar,itemQuestion,sameCategory,competitor,otherCategory",64,ENGLISH,78,71,23239,71,sweatpants,itemQuestion,1,main
3869,28,NA,62,Graduated College,204614,1718438577472,1718438372858,female,music-softrock,"sameCategory,itemQuestion,otherCategory,competitor,mostSimilar",69,ENGLISH,67,66,42422,75,music,itemQuestion,2,filler
3869,28,NA,65,Graduated College,204614,1718438577472,1718438372858,female,blanket-sleepover,"mostSimilar,competitor,itemQuestion,otherCategory,sameCategory",65,ENGLISH,67,67,22323,71,blanket,itemQuestion,3,main
3869,28,NA,71,Graduated College,204614,1718438577472,1718438372858,female,box-muffins,"sameCategory,competitor,mostSimilar,otherCategory,itemQuestion",85,ENGLISH,65,68,20976,73,box,itemQuestion,4,main
3869,28,NA,78,Graduated College,204614,1718438577472,1718438372858,female,towel-hair,"sameCategory,competitor,otherCategory,itemQuestion,mostSimilar",80,ENGLISH,85,90,29125,70,towel,itemQuestion,5,main
3870,32,NA,24,Graduated College,756356,1718438647693,1718437891337,male,sugar-baking,"competitor,otherCategory,sameCategory,itemQuestion,mostSimilar",100,English,66,0,18553,38,sugar,itemQuestion,1,main
3870,32,NA,71,Graduated College,756356,1718438647693,1718437891337,male,candy-dessert,"otherCategory,sameCategory,mostSimilar,competitor,itemQuestion",100,English,85,27,9621,58,candy,itemQuestion,2,main
3870,32,NA,58,Graduated College,756356,1718438647693,1718437891337,male,box-bbq,"itemQuestion,otherCategory,mostSimilar,sameCategory,competitor",100,English,55,17,15071,75,box,itemQuestion,3,main
3870,32,NA,55,Graduated College,756356,1718438647693,1718437891337,male,blanket-transportation,"itemQuestion,mostSimilar,sameCategory,competitor,otherCategory",100,English,19,14,20376,68,blanket,itemQuestion,4,main
3870,32,NA,35,Graduated College,756356,1718438647693,1718437891337,male,art-painting,"mostSimilar,otherCategory,itemQuestion,sameCategory,competitor",100,English,47,53,11142,56,art,itemQuestion,5,filler
3871,27,NA,100,Graduated High-school,137883,1718438855274,1718438717391,female,handkerchief-injury,"mostSimilar,otherCategory,itemQuestion,competitor,sameCategory",18,English,19,6,35496,100,handkerchief,itemQuestion,1,main
3871,27,NA,0,Graduated High-school,137883,1718438855274,1718438717391,female,carRental-moving,"competitor,itemQuestion,sameCategory,otherCategory,mostSimilar",0,English,0,0,20216,0,carRental,itemQuestion,2,filler
3871,27,NA,100,Graduated High-school,137883,1718438855274,1718438717391,female,sweatpants-sleepover,"mostSimilar,otherCategory,itemQuestion,competitor,sameCategory",100,English,74,22,14936,60,sweatpants,itemQuestion,3,main
3871,27,NA,21,Graduated High-school,137883,1718438855274,1718438717391,female,towel-hair,"mostSimilar,itemQuestion,competitor,otherCategory,sameCategory",100,English,55,35,14944,26,towel,itemQuestion,4,main
3871,27,NA,100,Graduated High-school,137883,1718438855274,1718438717391,female,sugar-coffee,"itemQuestion,competitor,sameCategory,mostSimilar,otherCategory",100,English,67,0,13143,70,sugar,itemQuestion,5,main
3872,57,NA,99,Graduated High-school,994239,1718438906243,1718437912004,female,bottle-plants,"otherCategory,itemQuestion,competitor,sameCategory,mostSimilar",98,english,2,0,335139,5,bottle,itemQuestion,1,main
3872,57,NA,99,Graduated High-school,994239,1718438906243,1718437912004,female,box-muffins,"mostSimilar,sameCategory,competitor,itemQuestion,otherCategory",98,english,1,1,71270,2,box,itemQuestion,2,main
3872,57,NA,0,Graduated High-school,994239,1718438906243,1718437912004,female,umbrella-summer,"mostSimilar,sameCategory,otherCategory,itemQuestion,competitor",98,english,1,1,25486,98,umbrella,itemQuestion,3,main
3872,57,NA,100,Graduated High-school,994239,1718438906243,1718437912004,female,handkerchief-injury,"itemQuestion,mostSimilar,competitor,sameCategory,otherCategory",99,english,98,1,15780,97,handkerchief,itemQuestion,4,main
3872,57,NA,1,Graduated High-school,994239,1718438906243,1718437912004,female,art-drawing,"itemQuestion,otherCategory,competitor,sameCategory,mostSimilar",99,english,1,1,164555,2,art,itemQuestion,5,filler
3873,38,NA,15,Higher degree,94439,1718441572199,1718441477760,female,sugar-coffee,"mostSimilar,otherCategory,competitor,sameCategory,itemQuestion",99,english,33,0,17940,42,sugar,itemQuestion,1,main
3873,38,NA,27,Higher degree,94439,1718441572199,1718441477760,female,airport-europe-UPDATED,"competitor,itemQuestion,otherCategory,mostSimilar,sameCategory",98,english,1,1,18133,1,airport,itemQuestion,2,filler
3873,38,NA,24,Higher degree,94439,1718441572199,1718441477760,female,umbrella-summer,"competitor,itemQuestion,mostSimilar,otherCategory,sameCategory",99,english,33,42,17066,3,umbrella,itemQuestion,3,main
3873,38,NA,14,Higher degree,94439,1718441572199,1718441477760,female,pot-garden,"sameCategory,otherCategory,itemQuestion,mostSimilar,competitor",99,english,6,0,14526,10,pot,itemQuestion,4,main
3873,38,NA,29,Higher degree,94439,1718441572199,1718441477760,female,towel-hair,"mostSimilar,itemQuestion,competitor,otherCategory,sameCategory",98,english,24,42,12589,34,towel,itemQuestion,5,main
3874,29,NA,73,Higher degree,85264,1718441575927,1718441490663,female,towel-clothes,"sameCategory,mostSimilar,otherCategory,competitor,itemQuestion",59,English,33,40,17166,71,towel,itemQuestion,1,main
3874,29,NA,44,Higher degree,85264,1718441575927,1718441490663,female,broom-snow,"itemQuestion,otherCategory,mostSimilar,competitor,sameCategory",79,English,63,17,13151,67,broom,itemQuestion,2,main
3874,29,NA,81,Higher degree,85264,1718441575927,1718441490663,female,jobCenter-office,"itemQuestion,competitor,otherCategory,mostSimilar,sameCategory",93,English,47,25,11961,40,jobCenter,itemQuestion,3,filler
3874,29,NA,44,Higher degree,85264,1718441575927,1718441490663,female,pot-jam,"otherCategory,itemQuestion,mostSimilar,competitor,sameCategory",91,English,66,27,13726,25,pot,itemQuestion,4,main
3874,29,NA,68,Higher degree,85264,1718441575927,1718441490663,female,candy-dessert,"itemQuestion,otherCategory,sameCategory,mostSimilar,competitor",93,English,71,15,11649,53,candy,itemQuestion,5,main
3875,29,NA,28,Graduated High-school,97926,1718441591108,1718441493182,male,towel-clothes,"otherCategory,sameCategory,competitor,itemQuestion,mostSimilar",96,English,35,28,26834,100,towel,itemQuestion,1,main
3875,29,NA,35,Graduated High-school,97926,1718441591108,1718441493182,male,pot-jam,"sameCategory,competitor,itemQuestion,mostSimilar,otherCategory",97,English,67,0,13144,0,pot,itemQuestion,2,main
3875,29,NA,72,Graduated High-school,97926,1718441591108,1718441493182,male,bottle-water,"sameCategory,mostSimilar,itemQuestion,competitor,otherCategory",95,English,52,0,11034,19,bottle,itemQuestion,3,main
3875,29,NA,65,Graduated High-school,97926,1718441591108,1718441493182,male,umbrella-rain,"itemQuestion,otherCategory,mostSimilar,sameCategory,competitor",96,English,14,0,16244,8,umbrella,itemQuestion,4,main
3875,29,NA,65,Graduated High-school,97926,1718441591108,1718441493182,male,music-hardrock,"otherCategory,itemQuestion,mostSimilar,sameCategory,competitor",95,English,72,16,11161,80,music,itemQuestion,5,filler
3876,23,NA,62,Higher degree,123940,1718441592269,1718441468329,female,bottle-plants,"itemQuestion,competitor,otherCategory,sameCategory,mostSimilar",43,English,35,4,28033,35,bottle,itemQuestion,1,main
3876,23,NA,78,Higher degree,123940,1718441592269,1718441468329,female,sweatpants-sleepover,"competitor,mostSimilar,sameCategory,otherCategory,itemQuestion",98,English,76,3,21499,56,sweatpants,itemQuestion,2,main
3876,23,NA,12,Higher degree,123940,1718441592269,1718441468329,female,umbrella-summer,"mostSimilar,otherCategory,sameCategory,itemQuestion,competitor",98,English,8,1,19316,76,umbrella,itemQuestion,3,main
3876,23,NA,7,Higher degree,123940,1718441592269,1718441468329,female,postit-board,"sameCategory,itemQuestion,mostSimilar,otherCategory,competitor",97,English,61,12,14782,21,postit,itemQuestion,4,main
3876,23,NA,100,Higher degree,123940,1718441592269,1718441468329,female,art-drawing,"itemQuestion,sameCategory,mostSimilar,competitor,otherCategory",100,English,100,99,16715,100,art,itemQuestion,5,filler
3877,25,NA,69,Graduated High-school,130712,1718441614957,1718441484245,male,towel-clothes,"itemQuestion,otherCategory,competitor,mostSimilar,sameCategory",72,English,39,62,28815,40,towel,itemQuestion,1,main
3877,25,NA,70,Graduated High-school,130712,1718441614957,1718441484245,male,handkerchief-sauce,"itemQuestion,otherCategory,competitor,sameCategory,mostSimilar",80,English,67,13,16331,61,handkerchief,itemQuestion,2,main
3877,25,NA,100,Graduated High-school,130712,1718441614957,1718441484245,male,music-hardrock,"mostSimilar,otherCategory,itemQuestion,sameCategory,competitor",100,English,100,100,17029,100,music,itemQuestion,3,filler
3877,25,NA,74,Graduated High-school,130712,1718441614957,1718441484245,male,candy-dessert,"mostSimilar,competitor,sameCategory,otherCategory,itemQuestion",85,English,73,23,16404,43,candy,itemQuestion,4,main
3877,25,NA,80,Graduated High-school,130712,1718441614957,1718441484245,male,bottle-water,"otherCategory,sameCategory,mostSimilar,competitor,itemQuestion",82,English,42,19,22030,15,bottle,itemQuestion,5,main
3881,59,NA,34,Graduated College,126083,1718441630069,1718441503986,male,bottle-water,"sameCategory,mostSimilar,competitor,otherCategory,itemQuestion",99,english,21,4,27864,0,bottle,itemQuestion,1,main
3881,59,NA,100,Graduated College,126083,1718441630069,1718441503986,male,pot-jam,"sameCategory,otherCategory,mostSimilar,competitor,itemQuestion",99,english,100,3,22383,22,pot,itemQuestion,2,main
3881,59,NA,99,Graduated College,126083,1718441630069,1718441503986,male,blanket-transportation,"competitor,sameCategory,mostSimilar,otherCategory,itemQuestion",99,english,28,94,16841,81,blanket,itemQuestion,3,main
3881,59,NA,0,Graduated College,126083,1718441630069,1718441503986,male,carRental-fun,"mostSimilar,otherCategory,sameCategory,competitor,itemQuestion",0,english,1,0,14255,0,carRental,itemQuestion,4,filler
3881,59,NA,93,Graduated College,126083,1718441630069,1718441503986,male,sweatpants-spill,"otherCategory,sameCategory,itemQuestion,mostSimilar,competitor",99,english,63,61,17096,29,sweatpants,itemQuestion,5,main
3883,76,NA,48,Graduated High-school,167101,1718441665452,1718441498351,female,bottle-water,"sameCategory,otherCategory,itemQuestion,mostSimilar,competitor",97,NA,3,0,32783,0,bottle,itemQuestion,1,main
3883,76,NA,3,Graduated High-school,167101,1718441665452,1718441498351,female,towel-clothes,"itemQuestion,otherCategory,competitor,mostSimilar,sameCategory",65,NA,69,1,21983,2,towel,itemQuestion,2,main
3883,76,NA,1,Graduated High-school,167101,1718441665452,1718441498351,female,broom-snow,"sameCategory,competitor,itemQuestion,otherCategory,mostSimilar",2,NA,3,2,18856,1,broom,itemQuestion,3,main
3883,76,NA,5,Graduated High-school,167101,1718441665452,1718441498351,female,carRental-fun,"itemQuestion,mostSimilar,otherCategory,competitor,sameCategory",1,NA,2,2,20128,21,carRental,itemQuestion,4,filler
3883,76,NA,88,Graduated High-school,167101,1718441665452,1718441498351,female,sweatpants-spill,"sameCategory,mostSimilar,otherCategory,competitor,itemQuestion",99,NA,96,68,35929,41,sweatpants,itemQuestion,5,main
3885,40,NA,34,Graduated College,150287,1718441666378,1718441516091,female,candy-halloween,"competitor,mostSimilar,otherCategory,itemQuestion,sameCategory",77,English,32,21,39978,24,candy,itemQuestion,1,main
3885,40,NA,95,Graduated College,150287,1718441666378,1718441516091,female,box-muffins,"itemQuestion,sameCategory,competitor,mostSimilar,otherCategory",100,English,16,2,18885,1,box,itemQuestion,2,main
3885,40,NA,15,Graduated College,150287,1718441666378,1718441516091,female,pot-garden,"competitor,itemQuestion,sameCategory,mostSimilar,otherCategory",99,English,0,0,14026,1,pot,itemQuestion,3,main
3885,40,NA,75,Graduated College,150287,1718441666378,1718441516091,female,broom-renovation,"sameCategory,mostSimilar,competitor,itemQuestion,otherCategory",87,English,57,0,45201,4,broom,itemQuestion,4,main
3885,40,NA,39,Graduated College,150287,1718441666378,1718441516091,female,art-drawing,"sameCategory,mostSimilar,competitor,otherCategory,itemQuestion",83,English,25,35,13041,6,art,itemQuestion,5,filler
3887,51,NA,100,Graduated College,192252,1718441670877,1718441478625,female,umbrella-rain,"mostSimilar,sameCategory,otherCategory,itemQuestion,competitor",100,british,10,0,33912,0,umbrella,itemQuestion,1,main
3887,51,NA,32,Graduated College,192252,1718441670877,1718441478625,female,postit-reading,"otherCategory,mostSimilar,competitor,itemQuestion,sameCategory",100,british,74,12,29932,0,postit,itemQuestion,2,main
3887,51,NA,94,Graduated College,192252,1718441670877,1718441478625,female,blanket-transportation,"competitor,itemQuestion,otherCategory,mostSimilar,sameCategory",100,british,0,13,26151,62,blanket,itemQuestion,3,main
3887,51,NA,18,Graduated College,192252,1718441670877,1718441478625,female,art-painting,"sameCategory,competitor,itemQuestion,mostSimilar,otherCategory",100,british,0,9,24031,0,art,itemQuestion,4,filler
3887,51,NA,100,Graduated College,192252,1718441670877,1718441478625,female,handkerchief-sauce,"mostSimilar,competitor,sameCategory,otherCategory,itemQuestion",100,british,100,0,23665,0,handkerchief,itemQuestion,5,main
3878,69,NA,73,Graduated College,110545,1718441618780,1718441508235,female,postit-board,"mostSimilar,itemQuestion,competitor,sameCategory,otherCategory",100,English,25,0,17260,25,postit,itemQuestion,1,main
3878,69,NA,80,Graduated College,110545,1718441618780,1718441508235,female,jobCenter-engineer,"itemQuestion,competitor,sameCategory,mostSimilar,otherCategory",100,English,0,0,12654,0,jobCenter,itemQuestion,2,filler
3878,69,NA,84,Graduated College,110545,1718441618780,1718441508235,female,blanket-sleepover,"sameCategory,competitor,otherCategory,itemQuestion,mostSimilar",100,English,26,0,12694,25,blanket,itemQuestion,3,main
3878,69,NA,30,Graduated College,110545,1718441618780,1718441508235,female,candy-halloween,"mostSimilar,sameCategory,itemQuestion,competitor,otherCategory",100,English,93,26,17455,83,candy,itemQuestion,4,main
3878,69,NA,7,Graduated College,110545,1718441618780,1718441508235,female,handkerchief-injury,"mostSimilar,itemQuestion,otherCategory,sameCategory,competitor",100,English,96,5,8715,84,handkerchief,itemQuestion,5,main
3879,45,NA,73,Graduated College,122592,1718441622038,1718441499446,male,blanket-sleepover,"otherCategory,mostSimilar,sameCategory,competitor,itemQuestion",100,English,4,36,31392,17,blanket,itemQuestion,1,main
3879,45,NA,17,Graduated College,122592,1718441622038,1718441499446,male,postit-board,"otherCategory,itemQuestion,sameCategory,competitor,mostSimilar",100,English,59,0,10712,61,postit,itemQuestion,2,main
