itemName,submission_id,answerType,response,centered_response
dutyFree-sweets,4470,otherCategory2,11,-39
cafe-pizza,4470,competitor,67,17
cafe-pizza,4470,sameCategory1,67,17
cafe-pizza,4470,sameCategory2,77,27
cafe-pizza,4470,otherCategory1,69,19
cafe-pizza,4470,otherCategory2,66,16
electronics-laptop,4477,competitor,76,26
electronics-laptop,4477,sameCategory1,20,-30
electronics-laptop,4477,sameCategory2,16,-34
electronics-laptop,4477,otherCategory1,50,0
electronics-laptop,4477,otherCategory2,24,-26
bookingAgency-lowClassAccommodation,4477,competitor,0,-50
bookingAgency-lowClassAccommodation,4477,sameCategory1,26,-24
bookingAgency-lowClassAccommodation,4477,sameCategory2,72,22
bookingAgency-lowClassAccommodation,4477,otherCategory1,17,-33
bookingAgency-lowClassAccommodation,4477,otherCategory2,0,-50
dutyFree-smokes,4477,competitor,79,29
dutyFree-smokes,4477,sameCategory1,31,-19
dutyFree-smokes,4477,sameCategory2,22,-28
dutyFree-smokes,4477,otherCategory1,0,-50
dutyFree-smokes,4477,otherCategory2,0,-50
plants-green,4477,competitor,65,15
plants-green,4477,sameCategory1,15,-35
plants-green,4477,sameCategory2,7,-43
plants-green,4477,otherCategory1,28,-22
plants-green,4477,otherCategory2,24,-26
touristInfo-childTheatre,4477,competitor,26,-24
touristInfo-childTheatre,4477,sameCategory1,12,-38
touristInfo-childTheatre,4477,sameCategory2,15,-35
touristInfo-childTheatre,4477,otherCategory1,34,-16
touristInfo-childTheatre,4477,otherCategory2,20,-30
gym-yoga,4477,competitor,9,-41
gym-yoga,4477,sameCategory1,74,24
gym-yoga,4477,sameCategory2,72,22
gym-yoga,4477,otherCategory1,0,-50
gym-yoga,4477,otherCategory2,3,-47
movie-fantasy,4477,competitor,76,26
movie-fantasy,4477,sameCategory1,57,7
movie-fantasy,4477,sameCategory2,11,-39
movie-fantasy,4477,otherCategory1,57,7
movie-fantasy,4477,otherCategory2,75,25
books-romance,4477,competitor,91,41
books-romance,4477,sameCategory1,78,28
books-romance,4477,sameCategory2,15,-35
books-romance,4477,otherCategory1,4,-46
books-romance,4477,otherCategory2,16,-34
zoo-xl,4446,competitor,100,50
zoo-xl,4446,sameCategory1,31,-19
zoo-xl,4446,sameCategory2,37,-13
zoo-xl,4446,otherCategory1,38,-12
zoo-xl,4446,otherCategory2,44,-6
cafe-pie,4446,competitor,100,50
cafe-pie,4446,sameCategory1,0,-50
cafe-pie,4446,sameCategory2,0,-50
cafe-pie,4446,otherCategory1,0,-50
cafe-pie,4446,otherCategory2,0,-50
movie-fantasy,4446,competitor,0,-50
movie-fantasy,4446,sameCategory1,0,-50
movie-fantasy,4446,sameCategory2,0,-50
movie-fantasy,4446,otherCategory1,100,50
movie-fantasy,4446,otherCategory2,100,50
touristInfo-childTheatre,4446,competitor,100,50
touristInfo-childTheatre,4446,sameCategory1,0,-50
touristInfo-childTheatre,4446,sameCategory2,0,-50
touristInfo-childTheatre,4446,otherCategory1,0,-50
touristInfo-childTheatre,4446,otherCategory2,0,-50
dutyFree-smokes,4446,competitor,100,50
dutyFree-smokes,4446,sameCategory1,0,-50
dutyFree-smokes,4446,sameCategory2,100,50
dutyFree-smokes,4446,otherCategory1,0,-50
dutyFree-smokes,4446,otherCategory2,0,-50
disney-action,4446,competitor,100,50
disney-action,4446,sameCategory1,100,50
disney-action,4446,sameCategory2,100,50
disney-action,4446,otherCategory1,100,50
disney-action,4446,otherCategory2,100,50
kidsActivities-crafts,4446,competitor,100,50
kidsActivities-crafts,4446,sameCategory1,100,50
kidsActivities-crafts,4446,sameCategory2,100,50
kidsActivities-crafts,4446,otherCategory1,0,-50
kidsActivities-crafts,4446,otherCategory2,0,-50
waterSport-motor,4446,competitor,100,50
waterSport-motor,4446,sameCategory1,100,50
waterSport-motor,4446,sameCategory2,100,50
waterSport-motor,4446,otherCategory1,100,50
waterSport-motor,4446,otherCategory2,100,50
electronics-console,4455,competitor,0,-50
electronics-console,4455,sameCategory1,0,-50
electronics-console,4455,sameCategory2,0,-50
electronics-console,4455,otherCategory1,0,-50
electronics-console,4455,otherCategory2,0,-50
clothing-winter,4455,competitor,11,-39
clothing-winter,4455,sameCategory1,14,-36
clothing-winter,4455,sameCategory2,13,-37
clothing-winter,4455,otherCategory1,2,-48
clothing-winter,4455,otherCategory2,0,-50
plants-flowers,4455,competitor,35,-15
plants-flowers,4455,sameCategory1,14,-36
plants-flowers,4455,sameCategory2,0,-50
plants-flowers,4455,otherCategory1,0,-50
plants-flowers,4455,otherCategory2,12,-38
zoo-reptiles,4455,competitor,71,21
zoo-reptiles,4455,sameCategory1,31,-19
zoo-reptiles,4455,sameCategory2,39,-11
zoo-reptiles,4455,otherCategory1,24,-26
zoo-reptiles,4455,otherCategory2,34,-16
gym-boxing,4455,competitor,90,40
gym-boxing,4455,sameCategory1,62,12
gym-boxing,4455,sameCategory2,41,-9
gym-boxing,4455,otherCategory1,53,3
gym-boxing,4455,otherCategory2,40,-10
friendsActivities-videoEntertainment,4455,competitor,60,10
friendsActivities-videoEntertainment,4455,sameCategory1,62,12
friendsActivities-videoEntertainment,4455,sameCategory2,17,-33
friendsActivities-videoEntertainment,4455,otherCategory1,45,-5
friendsActivities-videoEntertainment,4455,otherCategory2,45,-5
furniture-outdoors,4455,competitor,55,5
furniture-outdoors,4455,sameCategory1,48,-2
furniture-outdoors,4455,sameCategory2,88,38
furniture-outdoors,4455,otherCategory1,6,-44
furniture-outdoors,4455,otherCategory2,34,-16
bar-tea,4455,competitor,65,15
bar-tea,4455,sameCategory1,77,27
bar-tea,4455,sameCategory2,67,17
bar-tea,4455,otherCategory1,6,-44
bar-tea,4455,otherCategory2,5,-45
clothing-winter,4447,competitor,50,0
clothing-winter,4447,sameCategory1,53,3
clothing-winter,4447,sameCategory2,87,37
clothing-winter,4447,otherCategory1,0,-50
clothing-winter,4447,otherCategory2,0,-50
cafe-pizza,4447,competitor,90,40
cafe-pizza,4447,sameCategory1,0,-50
cafe-pizza,4447,sameCategory2,4,-46
cafe-pizza,4447,otherCategory1,52,2
cafe-pizza,4447,otherCategory2,52,2
petAdoption-hamster,4447,competitor,100,50
petAdoption-hamster,4447,sameCategory1,50,0
petAdoption-hamster,4447,sameCategory2,0,-50
petAdoption-hamster,4447,otherCategory1,0,-50
petAdoption-hamster,4447,otherCategory2,0,-50
furniture-outdoors,4447,competitor,88,38
furniture-outdoors,4447,sameCategory1,18,-32
furniture-outdoors,4447,sameCategory2,52,2
furniture-outdoors,4447,otherCategory1,0,-50
furniture-outdoors,4447,otherCategory2,0,-50
zoo-reptiles,4447,competitor,100,50
zoo-reptiles,4447,sameCategory1,51,1
zoo-reptiles,4447,sameCategory2,52,2
zoo-reptiles,4447,otherCategory1,20,-30
zoo-reptiles,4447,otherCategory2,17,-33
books-fantasy,4447,competitor,100,50
books-fantasy,4447,sameCategory1,51,1
books-fantasy,4447,sameCategory2,5,-45
books-fantasy,4447,otherCategory1,2,-48
books-fantasy,4447,otherCategory2,52,2
movie-western,4447,competitor,100,50
movie-western,4447,sameCategory1,0,-50
movie-western,4447,sameCategory2,52,2
movie-western,4447,otherCategory1,0,-50
movie-western,4447,otherCategory2,0,-50
waterSport-muscle,4447,competitor,100,50
waterSport-muscle,4447,sameCategory1,52,2
waterSport-muscle,4447,sameCategory2,51,1
waterSport-muscle,4447,otherCategory1,0,-50
waterSport-muscle,4447,otherCategory2,0,-50
movie-western,4449,competitor,84,34
movie-western,4449,sameCategory1,14,-36
movie-western,4449,sameCategory2,41,-9
movie-western,4449,otherCategory1,39,-11
movie-western,4449,otherCategory2,43,-7
plants-flowers,4449,competitor,82,32
plants-flowers,4449,sameCategory1,37,-13
plants-flowers,4449,sameCategory2,71,21
plants-flowers,4449,otherCategory1,37,-13
plants-flowers,4449,otherCategory2,36,-14
furniture-outdoors,4449,competitor,22,-28
furniture-outdoors,4449,sameCategory1,89,39
furniture-outdoors,4449,sameCategory2,22,-28
furniture-outdoors,4449,otherCategory1,22,-28
furniture-outdoors,4449,otherCategory2,53,3
disney-princess,4449,competitor,71,21
disney-princess,4449,sameCategory1,72,22
disney-princess,4449,sameCategory2,33,-17
disney-princess,4449,otherCategory1,87,37
disney-princess,4449,otherCategory2,83,33
bar-tea,4449,competitor,61,11
bar-tea,4449,sameCategory1,39,-11
bar-tea,4449,sameCategory2,6,-44
bar-tea,4449,otherCategory1,11,-39
bar-tea,4449,otherCategory2,6,-44
bookingAgency-highClassAccommodation,4449,competitor,77,27
bookingAgency-highClassAccommodation,4449,sameCategory1,56,6
bookingAgency-highClassAccommodation,4449,sameCategory2,64,14
bookingAgency-highClassAccommodation,4449,otherCategory1,15,-35
bookingAgency-highClassAccommodation,4449,otherCategory2,20,-30
gym-boxing,4449,competitor,93,43
gym-boxing,4449,sameCategory1,87,37
gym-boxing,4449,sameCategory2,78,28
gym-boxing,4449,otherCategory1,33,-17
gym-boxing,4449,otherCategory2,36,-14
petAdoption-hamster,4449,competitor,91,41
petAdoption-hamster,4449,sameCategory1,58,8
petAdoption-hamster,4449,sameCategory2,27,-23
petAdoption-hamster,4449,otherCategory1,9,-41
petAdoption-hamster,4449,otherCategory2,5,-45
zoo-xl,4456,competitor,94,44
zoo-xl,4456,sameCategory1,79,29
zoo-xl,4456,sameCategory2,73,23
zoo-xl,4456,otherCategory1,24,-26
zoo-xl,4456,otherCategory2,23,-27
furniture-indoors,4456,competitor,57,7
furniture-indoors,4456,sameCategory1,22,-28
furniture-indoors,4456,sameCategory2,78,28
furniture-indoors,4456,otherCategory1,33,-17
furniture-indoors,4456,otherCategory2,40,-10
touristInfo-childTheatre,4456,competitor,74,24
touristInfo-childTheatre,4456,sameCategory1,39,-11
touristInfo-childTheatre,4456,sameCategory2,37,-13
touristInfo-childTheatre,4456,otherCategory1,13,-37
touristInfo-childTheatre,4456,otherCategory2,13,-37
gym-yoga,4456,competitor,95,45
gym-yoga,4456,sameCategory1,60,10
gym-yoga,4456,sameCategory2,24,-26
gym-yoga,4456,otherCategory1,10,-40
gym-yoga,4456,otherCategory2,18,-32
plants-green,4456,competitor,77,27
plants-green,4456,sameCategory1,84,34
plants-green,4456,sameCategory2,99,49
plants-green,4456,otherCategory1,62,12
plants-green,4456,otherCategory2,77,27
clothing-beach,4456,competitor,89,39
clothing-beach,4456,sameCategory1,84,34
clothing-beach,4456,sameCategory2,78,28
clothing-beach,4456,otherCategory1,16,-34
clothing-beach,4456,otherCategory2,94,44
friendsActivities-boardGames,4456,competitor,89,39
friendsActivities-boardGames,4456,sameCategory1,26,-24
friendsActivities-boardGames,4456,sameCategory2,67,17
friendsActivities-boardGames,4456,otherCategory1,6,-44
friendsActivities-boardGames,4456,otherCategory2,63,13
bookingAgency-lowClassAccommodation,4456,competitor,76,26
bookingAgency-lowClassAccommodation,4456,sameCategory1,76,26
bookingAgency-lowClassAccommodation,4456,sameCategory2,77,27
bookingAgency-lowClassAccommodation,4456,otherCategory1,1,-49
bookingAgency-lowClassAccommodation,4456,otherCategory2,1,-49
friendsActivities-boardGames,4450,competitor,52,2
friendsActivities-boardGames,4450,sameCategory1,48,-2
friendsActivities-boardGames,4450,sameCategory2,46,-4
friendsActivities-boardGames,4450,otherCategory1,49,-1
friendsActivities-boardGames,4450,otherCategory2,49,-1
plants-green,4450,competitor,32,-18
plants-green,4450,sameCategory1,32,-18
plants-green,4450,sameCategory2,33,-17
plants-green,4450,otherCategory1,34,-16
plants-green,4450,otherCategory2,32,-18
bar-whiteWine,4450,competitor,52,2
bar-whiteWine,4450,sameCategory1,43,-7
bar-whiteWine,4450,sameCategory2,43,-7
bar-whiteWine,4450,otherCategory1,43,-7
bar-whiteWine,4450,otherCategory2,34,-16
movie-fantasy,4450,competitor,40,-10
movie-fantasy,4450,sameCategory1,41,-9
movie-fantasy,4450,sameCategory2,42,-8
movie-fantasy,4450,otherCategory1,23,-27
movie-fantasy,4450,otherCategory2,44,-6
furniture-indoors,4450,competitor,34,-16
furniture-indoors,4450,sameCategory1,37,-13
furniture-indoors,4450,sameCategory2,34,-16
furniture-indoors,4450,otherCategory1,33,-17
furniture-indoors,4450,otherCategory2,33,-17
waterSport-motor,4450,competitor,47,-3
waterSport-motor,4450,sameCategory1,44,-6
waterSport-motor,4450,sameCategory2,44,-6
waterSport-motor,4450,otherCategory1,44,-6
waterSport-motor,4450,otherCategory2,46,-4
books-romance,4450,competitor,65,15
books-romance,4450,sameCategory1,59,9
books-romance,4450,sameCategory2,33,-17
books-romance,4450,otherCategory1,41,-9
books-romance,4450,otherCategory2,30,-20
touristInfo-childTheatre,4450,competitor,54,4
touristInfo-childTheatre,4450,sameCategory1,43,-7
touristInfo-childTheatre,4450,sameCategory2,43,-7
touristInfo-childTheatre,4450,otherCategory1,33,-17
touristInfo-childTheatre,4450,otherCategory2,34,-16
disney-princess,4457,competitor,89,39
disney-princess,4457,sameCategory1,65,15
disney-princess,4457,sameCategory2,100,50
disney-princess,4457,otherCategory1,40,-10
disney-princess,4457,otherCategory2,49,-1
clothing-winter,4457,competitor,83,33
clothing-winter,4457,sameCategory1,70,20
clothing-winter,4457,sameCategory2,78,28
clothing-winter,4457,otherCategory1,8,-42
clothing-winter,4457,otherCategory2,10,-40
gym-boxing,4457,competitor,87,37
gym-boxing,4457,sameCategory1,90,40
gym-boxing,4457,sameCategory2,74,24
gym-boxing,4457,otherCategory1,29,-21
gym-boxing,4457,otherCategory2,70,20
movie-western,4457,competitor,95,45
movie-western,4457,sameCategory1,66,16
movie-western,4457,sameCategory2,67,17
movie-western,4457,otherCategory1,77,27
movie-western,4457,otherCategory2,70,20
waterSport-muscle,4457,competitor,73,23
waterSport-muscle,4457,sameCategory1,46,-4
waterSport-muscle,4457,sameCategory2,71,21
waterSport-muscle,4457,otherCategory1,60,10
waterSport-muscle,4457,otherCategory2,41,-9
electronics-console,4457,competitor,58,8
electronics-console,4457,sameCategory1,28,-22
electronics-console,4457,sameCategory2,85,35
electronics-console,4457,otherCategory1,60,10
electronics-console,4457,otherCategory2,40,-10
cafe-pizza,4457,competitor,13,-37
cafe-pizza,4457,sameCategory1,0,-50
cafe-pizza,4457,sameCategory2,13,-37
cafe-pizza,4457,otherCategory1,78,28
cafe-pizza,4457,otherCategory2,32,-18
touristInfo-clubbing,4457,competitor,66,16
touristInfo-clubbing,4457,sameCategory1,68,18
touristInfo-clubbing,4457,sameCategory2,59,9
touristInfo-clubbing,4457,otherCategory1,32,-18
touristInfo-clubbing,4457,otherCategory2,30,-20
gym-boxing,4464,competitor,72,22
gym-boxing,4464,sameCategory1,51,1
gym-boxing,4464,sameCategory2,59,9
gym-boxing,4464,otherCategory1,34,-16
gym-boxing,4464,otherCategory2,19,-31
zoo-reptiles,4464,competitor,72,22
zoo-reptiles,4464,sameCategory1,42,-8
zoo-reptiles,4464,sameCategory2,72,22
zoo-reptiles,4464,otherCategory1,60,10
zoo-reptiles,4464,otherCategory2,60,10
plants-flowers,4464,competitor,47,-3
plants-flowers,4464,sameCategory1,62,12
plants-flowers,4464,sameCategory2,52,2
plants-flowers,4464,otherCategory1,57,7
plants-flowers,4464,otherCategory2,58,8
electronics-console,4464,competitor,65,15
electronics-console,4464,sameCategory1,61,11
electronics-console,4464,sameCategory2,54,4
electronics-console,4464,otherCategory1,38,-12
electronics-console,4464,otherCategory2,61,11
dutyFree-sweets,4464,competitor,55,5
dutyFree-sweets,4464,sameCategory1,45,-5
dutyFree-sweets,4464,sameCategory2,55,5
dutyFree-sweets,4464,otherCategory1,38,-12
dutyFree-sweets,4464,otherCategory2,40,-10
cafe-pizza,4464,competitor,55,5
cafe-pizza,4464,sameCategory1,54,4
cafe-pizza,4464,sameCategory2,44,-6
cafe-pizza,4464,otherCategory1,38,-12
cafe-pizza,4464,otherCategory2,56,6
kidsActivities-sports,4464,competitor,46,-4
kidsActivities-sports,4464,sameCategory1,38,-12
kidsActivities-sports,4464,sameCategory2,60,10
kidsActivities-sports,4464,otherCategory1,51,1
kidsActivities-sports,4464,otherCategory2,54,4
books-fantasy,4464,competitor,69,19
books-fantasy,4464,sameCategory1,53,3
books-fantasy,4464,sameCategory2,57,7
books-fantasy,4464,otherCategory1,34,-16
books-fantasy,4464,otherCategory2,39,-11
bookingAgency-lowClassAccommodation,4479,competitor,93,43
bookingAgency-lowClassAccommodation,4479,sameCategory1,67,17
bookingAgency-lowClassAccommodation,4479,sameCategory2,77,27
bookingAgency-lowClassAccommodation,4479,otherCategory1,6,-44
bookingAgency-lowClassAccommodation,4479,otherCategory2,4,-46
kidsActivities-crafts,4479,competitor,87,37
kidsActivities-crafts,4479,sameCategory1,59,9
kidsActivities-crafts,4479,sameCategory2,65,15
kidsActivities-crafts,4479,otherCategory1,45,-5
kidsActivities-crafts,4479,otherCategory2,33,-17
bar-whiteWine,4479,competitor,87,37
bar-whiteWine,4479,sameCategory1,11,-39
bar-whiteWine,4479,sameCategory2,39,-11
bar-whiteWine,4479,otherCategory1,28,-22
bar-whiteWine,4479,otherCategory2,36,-14
waterSport-motor,4479,competitor,58,8
waterSport-motor,4479,sameCategory1,80,30
waterSport-motor,4479,sameCategory2,91,41
waterSport-motor,4479,otherCategory1,72,22
waterSport-motor,4479,otherCategory2,66,16
zoo-xl,4479,competitor,95,45
zoo-xl,4479,sameCategory1,78,28
zoo-xl,4479,sameCategory2,75,25
zoo-xl,4479,otherCategory1,73,23
zoo-xl,4479,otherCategory2,60,10
books-romance,4479,competitor,95,45
books-romance,4479,sameCategory1,83,33
books-romance,4479,sameCategory2,55,5
books-romance,4479,otherCategory1,21,-29
books-romance,4479,otherCategory2,34,-16
petAdoption-dogs,4479,competitor,27,-23
petAdoption-dogs,4479,sameCategory1,66,16
petAdoption-dogs,4479,sameCategory2,55,5
petAdoption-dogs,4479,otherCategory1,5,-45
petAdoption-dogs,4479,otherCategory2,44,-6
furniture-indoors,4479,competitor,53,3
furniture-indoors,4479,sameCategory1,21,-29
furniture-indoors,4479,sameCategory2,79,29
furniture-indoors,4479,otherCategory1,66,16
furniture-indoors,4479,otherCategory2,36,-14
waterSport-muscle,4451,competitor,78,28
waterSport-muscle,4451,sameCategory1,82,32
waterSport-muscle,4451,sameCategory2,75,25
waterSport-muscle,4451,otherCategory1,74,24
waterSport-muscle,4451,otherCategory2,74,24
zoo-reptiles,4451,competitor,84,34
zoo-reptiles,4451,sameCategory1,54,4
zoo-reptiles,4451,sameCategory2,86,36
zoo-reptiles,4451,otherCategory1,49,-1
zoo-reptiles,4451,otherCategory2,50,0
plants-flowers,4451,competitor,48,-2
plants-flowers,4451,sameCategory1,48,-2
plants-flowers,4451,sameCategory2,47,-3
plants-flowers,4451,otherCategory1,47,-3
plants-flowers,4451,otherCategory2,46,-4
petAdoption-hamster,4451,competitor,84,34
petAdoption-hamster,4451,sameCategory1,84,34
petAdoption-hamster,4451,sameCategory2,42,-8
petAdoption-hamster,4451,otherCategory1,8,-42
petAdoption-hamster,4451,otherCategory2,7,-43
bar-tea,4451,competitor,57,7
bar-tea,4451,sameCategory1,22,-28
bar-tea,4451,sameCategory2,58,8
bar-tea,4451,otherCategory1,14,-36
bar-tea,4451,otherCategory2,27,-23
bookingAgency-highClassAccommodation,4451,competitor,10,-40
bookingAgency-highClassAccommodation,4451,sameCategory1,82,32
bookingAgency-highClassAccommodation,4451,sameCategory2,56,6
bookingAgency-highClassAccommodation,4451,otherCategory1,0,-50
bookingAgency-highClassAccommodation,4451,otherCategory2,0,-50
dutyFree-sweets,4451,competitor,76,26
dutyFree-sweets,4451,sameCategory1,66,16
dutyFree-sweets,4451,sameCategory2,70,20
dutyFree-sweets,4451,otherCategory1,50,0
dutyFree-sweets,4451,otherCategory2,49,-1
electronics-console,4451,competitor,3,-47
electronics-console,4451,sameCategory1,51,1
electronics-console,4451,sameCategory2,52,2
electronics-console,4451,otherCategory1,52,2
electronics-console,4451,otherCategory2,7,-43
zoo-reptiles,4460,competitor,100,50
zoo-reptiles,4460,sameCategory1,100,50
zoo-reptiles,4460,sameCategory2,100,50
zoo-reptiles,4460,otherCategory1,52,2
zoo-reptiles,4460,otherCategory2,50,0
petAdoption-hamster,4460,competitor,100,50
petAdoption-hamster,4460,sameCategory1,72,22
petAdoption-hamster,4460,sameCategory2,68,18
petAdoption-hamster,4460,otherCategory1,0,-50
petAdoption-hamster,4460,otherCategory2,0,-50
dutyFree-sweets,4460,competitor,100,50
dutyFree-sweets,4460,sameCategory1,53,3
dutyFree-sweets,4460,sameCategory2,73,23
dutyFree-sweets,4460,otherCategory1,51,1
dutyFree-sweets,4460,otherCategory2,51,1
kidsActivities-sports,4460,competitor,100,50
kidsActivities-sports,4460,sameCategory1,51,1
kidsActivities-sports,4460,sameCategory2,86,36
kidsActivities-sports,4460,otherCategory1,0,-50
kidsActivities-sports,4460,otherCategory2,55,5
friendsActivities-videoEntertainment,4460,competitor,0,-50
friendsActivities-videoEntertainment,4460,sameCategory1,0,-50
friendsActivities-videoEntertainment,4460,sameCategory2,0,-50
friendsActivities-videoEntertainment,4460,otherCategory1,0,-50
friendsActivities-videoEntertainment,4460,otherCategory2,0,-50
books-fantasy,4460,competitor,100,50
books-fantasy,4460,sameCategory1,100,50
books-fantasy,4460,sameCategory2,67,17
books-fantasy,4460,otherCategory1,0,-50
books-fantasy,4460,otherCategory2,79,29
clothing-winter,4460,competitor,88,38
clothing-winter,4460,sameCategory1,81,31
clothing-winter,4460,sameCategory2,84,34
clothing-winter,4460,otherCategory1,0,-50
clothing-winter,4460,otherCategory2,0,-50
waterSport-muscle,4460,competitor,100,50
waterSport-muscle,4460,sameCategory1,95,45
waterSport-muscle,4460,sameCategory2,84,34
waterSport-muscle,4460,otherCategory1,9,-41
waterSport-muscle,4460,otherCategory2,64,14
waterSport-motor,4472,competitor,100,50
waterSport-motor,4472,sameCategory1,24,-26
waterSport-motor,4472,sameCategory2,99,49
waterSport-motor,4472,otherCategory1,48,-2
waterSport-motor,4472,otherCategory2,32,-18
books-romance,4472,competitor,100,50
books-romance,4472,sameCategory1,98,48
books-romance,4472,sameCategory2,100,50
books-romance,4472,otherCategory1,40,-10
books-romance,4472,otherCategory2,34,-16
clothing-beach,4472,competitor,43,-7
clothing-beach,4472,sameCategory1,49,-1
clothing-beach,4472,sameCategory2,20,-30
clothing-beach,4472,otherCategory1,19,-31
clothing-beach,4472,otherCategory2,19,-31
disney-action,4472,competitor,99,49
disney-action,4472,sameCategory1,99,49
disney-action,4472,sameCategory2,99,49
disney-action,4472,otherCategory1,37,-13
disney-action,4472,otherCategory2,25,-25
gym-yoga,4472,competitor,35,-15
gym-yoga,4472,sameCategory1,99,49
gym-yoga,4472,sameCategory2,87,37
gym-yoga,4472,otherCategory1,35,-15
gym-yoga,4472,otherCategory2,35,-15
plants-green,4472,competitor,49,-1
plants-green,4472,sameCategory1,49,-1
plants-green,4472,sameCategory2,49,-1
plants-green,4472,otherCategory1,49,-1
plants-green,4472,otherCategory2,69,19
furniture-indoors,4472,competitor,50,0
furniture-indoors,4472,sameCategory1,28,-22
furniture-indoors,4472,sameCategory2,76,26
furniture-indoors,4472,otherCategory1,50,0
furniture-indoors,4472,otherCategory2,78,28
bar-whiteWine,4472,competitor,63,13
bar-whiteWine,4472,sameCategory1,30,-20
bar-whiteWine,4472,sameCategory2,49,-1
bar-whiteWine,4472,otherCategory1,47,-3
bar-whiteWine,4472,otherCategory2,84,34
touristInfo-childTheatre,4474,competitor,79,29
touristInfo-childTheatre,4474,sameCategory1,59,9
touristInfo-childTheatre,4474,sameCategory2,50,0
touristInfo-childTheatre,4474,otherCategory1,51,1
touristInfo-childTheatre,4474,otherCategory2,50,0
electronics-laptop,4474,competitor,62,12
electronics-laptop,4474,sameCategory1,44,-6
electronics-laptop,4474,sameCategory2,36,-14
electronics-laptop,4474,otherCategory1,49,-1
electronics-laptop,4474,otherCategory2,50,0
gym-yoga,4474,competitor,64,14
gym-yoga,4474,sameCategory1,60,10
gym-yoga,4474,sameCategory2,60,10
gym-yoga,4474,otherCategory1,57,7
gym-yoga,4474,otherCategory2,52,2
disney-action,4474,competitor,69,19
disney-action,4474,sameCategory1,68,18
disney-action,4474,sameCategory2,69,19
disney-action,4474,otherCategory1,15,-35
disney-action,4474,otherCategory2,15,-35
furniture-indoors,4474,competitor,68,18
furniture-indoors,4474,sameCategory1,49,-1
furniture-indoors,4474,sameCategory2,50,0
furniture-indoors,4474,otherCategory1,50,0
furniture-indoors,4474,otherCategory2,50,0
kidsActivities-crafts,4474,competitor,50,0
kidsActivities-crafts,4474,sameCategory1,50,0
kidsActivities-crafts,4474,sameCategory2,50,0
kidsActivities-crafts,4474,otherCategory1,50,0
kidsActivities-crafts,4474,otherCategory2,50,0
friendsActivities-boardGames,4474,competitor,53,3
friendsActivities-boardGames,4474,sameCategory1,52,2
friendsActivities-boardGames,4474,sameCategory2,50,0
friendsActivities-boardGames,4474,otherCategory1,50,0
friendsActivities-boardGames,4474,otherCategory2,38,-12
plants-green,4474,competitor,50,0
plants-green,4474,sameCategory1,35,-15
plants-green,4474,sameCategory2,49,-1
plants-green,4474,otherCategory1,35,-15
plants-green,4474,otherCategory2,50,0
bookingAgency-highClassAccommodation,4488,competitor,84,34
bookingAgency-highClassAccommodation,4488,sameCategory1,80,30
bookingAgency-highClassAccommodation,4488,sameCategory2,56,6
bookingAgency-highClassAccommodation,4488,otherCategory1,0,-50
bookingAgency-highClassAccommodation,4488,otherCategory2,15,-35
plants-flowers,4488,competitor,63,13
plants-flowers,4488,sameCategory1,67,17
plants-flowers,4488,sameCategory2,66,16
plants-flowers,4488,otherCategory1,53,3
plants-flowers,4488,otherCategory2,53,3
dutyFree-sweets,4488,competitor,55,5
dutyFree-sweets,4488,sameCategory1,76,26
dutyFree-sweets,4488,sameCategory2,80,30
dutyFree-sweets,4488,otherCategory1,50,0
dutyFree-sweets,4488,otherCategory2,50,0
petAdoption-hamster,4488,competitor,78,28
petAdoption-hamster,4488,sameCategory1,76,26
petAdoption-hamster,4488,sameCategory2,66,16
petAdoption-hamster,4488,otherCategory1,26,-24
petAdoption-hamster,4488,otherCategory2,17,-33
friendsActivities-videoEntertainment,4488,competitor,56,6
friendsActivities-videoEntertainment,4488,sameCategory1,29,-21
friendsActivities-videoEntertainment,4488,sameCategory2,50,0
friendsActivities-videoEntertainment,4488,otherCategory1,35,-15
friendsActivities-videoEntertainment,4488,otherCategory2,13,-37
disney-princess,4488,competitor,73,23
disney-princess,4488,sameCategory1,86,36
disney-princess,4488,sameCategory2,76,26
disney-princess,4488,otherCategory1,15,-35
disney-princess,4488,otherCategory2,11,-39
gym-boxing,4488,competitor,63,13
gym-boxing,4488,sameCategory1,23,-27
gym-boxing,4488,sameCategory2,54,4
gym-boxing,4488,otherCategory1,56,6
gym-boxing,4488,otherCategory2,41,-9
furniture-outdoors,4488,competitor,59,9
furniture-outdoors,4488,sameCategory1,54,4
furniture-outdoors,4488,sameCategory2,55,5
furniture-outdoors,4488,otherCategory1,40,-10
furniture-outdoors,4488,otherCategory2,18,-32
bookingAgency-lowClassAccommodation,4461,competitor,0,-50
bookingAgency-lowClassAccommodation,4461,sameCategory1,79,29
bookingAgency-lowClassAccommodation,4461,sameCategory2,0,-50
bookingAgency-lowClassAccommodation,4461,otherCategory1,0,-50
bookingAgency-lowClassAccommodation,4461,otherCategory2,0,-50
kidsActivities-crafts,4461,competitor,56,6
kidsActivities-crafts,4461,sameCategory1,50,0
kidsActivities-crafts,4461,sameCategory2,53,3
kidsActivities-crafts,4461,otherCategory1,49,-1
kidsActivities-crafts,4461,otherCategory2,48,-2
waterSport-motor,4461,competitor,74,24
waterSport-motor,4461,sameCategory1,51,1
waterSport-motor,4461,sameCategory2,77,27
waterSport-motor,4461,otherCategory1,35,-15
