itemName,predictions,category,prompt
dutyFree-sweets,"No, unfortunately we don't have cookies at the moment, however, we do have some tasty gingerbread which might be a satisfying alternative. Would you like to buy some?",competitor,one-shot Explanation
dutyFree-sweets,"Sorry, we don't have cookies. We have gingerbread, granola bars, and cigarettes. Would any of those suit your needs?",fullList,one-shot Explanation
clothing-clothes,"No, I'm sorry, we do not have any Hawaiian shirts. We do have shorts, sweatshirts, and necklaces in stock though if you're interested.",fullList,one-shot Explanation
clothing-clothes,"Unfortunately, we don't have any Hawaiian shirts available right now. However, we do have a wide selection of shorts, sweatshirts, and necklaces that might interest you. Please let me know if I can help you with anything else.",fullList,one-shot Explanation
clothing-clothes,"Unfortunately, we don't have any Hawaiian shirts in stock at this time. We do have a variety of shorts, sweatshirts, and necklaces that you might enjoy. Let me know if I can be of any help.",fullList,one-shot Explanation
clothing-acc,"Unfortunately, we don't have any earrings in stock right now. We do have other accessories like necklaces and sunglasses that might interest you.",sameCategory,one-shot Explanation
clothing-acc,"No, I'm sorry, we don't have any earrings. However, we do have some beautiful necklaces that might interest you.",competitor,one-shot Explanation
clothing-acc,"No, we don't have any earrings, but we do have necklaces and sunglasses that would make great gifts. We also have stylish shorts that could be perfect for summer.",fullList,one-shot Explanation
clothing-acc,"No, unfortunately we don't have any earrings in stock. We do have necklaces, sunglasses, and shorts that may interest you.",fullList,one-shot Explanation
clothing-acc,"No, unfortunately we don't have any earrings. But I do have some of our lovely necklaces which also make great gifts.",competitor,one-shot Explanation
petAdoption-dogs,"I'm sorry, we don't have any Dalmatians available right now. We have golden retrievers, chihuahuas, and gerbils. Would one of those work for you?",fullList,one-shot Explanation
petAdoption-dogs,"No, we don't have any Dalmatians available right now, but I can tell you that we do have some really sweet golden retrievers and chihuahuas. If you're looking for smaller animals, we also have gerbils. Would you like to meet any of them?",fullList,one-shot Explanation
petAdoption-hamster,"No, we don't have any hamsters, but what we do have are gerbils, ferrets, and golden retrievers. All of these rescues animals have just as much love to give and would make great additions to your family.",fullList,one-shot Explanation
books-romance,"No, we don't have any books of love poems, but we do have a collection of French love letters which could be a great alternative.",competitor,one-shot Explanation
books-romance,"I'm sorry, at this time we don't have any books of love poems. However, we do have a selection of French love letters that I'm sure you'd enjoy. Would you like to take a look at them?",competitor,one-shot Explanation
books-romance,"I'm sorry, we don't currently have any books of love poems. However, we do have books of French love letters which may be of interest.",competitor,one-shot Explanation
books-romance,"I'm sorry, we don't have a book of love poems. However, we do have books of French love letters which might interest you.",competitor,one-shot Explanation
books-romance,"Unfortunately, I don't currently have books of love poems but I do have a selection of French love letters that might be of interest. Would you like me to show you those?",competitor,one-shot Explanation
books-fantasy,"Unfortunately, no, we don't have psychological thrillers here. We have mystery novels, adventure novels, and books of French love letters.",fullList,one-shot Explanation
books-fantasy,"Unfortunately, we don't sell psychological thrillers at the moment, but we do have mystery novels and adventure novels which might be of interest. Those usually have thrilling plot points and unexpected twists that may be the kind of thing you are looking for.",fullList,one-shot Explanation
electronics-laptop,"I'm sorry, we don't have a MacBook Pro at the moment, however we do have a MacBook Air that might be a good alternative. It has many of the same features as the Pro, in a slim and lightweight form.",competitor,one-shot Explanation
electronics-laptop,"No, we don't have a MacBook Pro at the moment, but we do have a MacBook Air which is very similar. It has the same sleek design and is just as lightweight and easy to use.",competitor,one-shot Explanation
electronics-console,"I'm sorry, we don't have a PlayStation. However, I do have an Xbox and a Gameboy. Both are great consoles and I'm sure you would find a game you enjoy. Would you like to take a look?",sameCategory,one-shot Explanation
electronics-console,"Unfortunately, we don't have a PlayStation right now. We do have an Xbox, a Gameboy, and a MacBook Air. Would any of those work for what you're looking for?",fullList,one-shot Explanation
gym-yoga,"Unfortunately, we don't offer yoga classes, however, we do have pilates classes which involve mind-body exercises similar to yoga. Would you like to try out one of our pilates classes?",competitor,one-shot Explanation
gym-yoga,"No, we don't currently offer yoga classes. However, we have pilates classes which focus on strengthening your core and flexibility, zumba classes which combine unique dance moves with aerobic exercise, and kickboxing classes which are a great way to get a full body workout.",fullList,one-shot Explanation
gym-yoga,"No, we don't currently offer yoga classes, but we do have pilates and zumba classes, which help to sustain and improve flexibility and balance. You might also like our kickboxing classes, as they help to increase strength and stamina.",fullList,one-shot Explanation
gym-yoga,"No, we don't offer yoga classes. But we have pilates and zumba classes which focus on flexibility and core exercises, as well as kickboxing which is a full-body workout.",fullList,one-shot Explanation
gym-yoga,"No, we currently don't offer yoga classes, but we do have pilates, zumba, and kickboxing which could provide similar benefits to a yoga class. Would you be interested in any of those?",fullList,one-shot Explanation
kidsActivities-crafts,"I'm sorry, we don't offer a pottery class, but you might like the watercolor painting class or the carpentry workshop. Those require a similar level of dexterity and precision.",sameCategory,one-shot Explanation
kidsActivities-crafts,"We don't have a pottery class, but we have a watercolor painting class which may be of interest to you. This class involves painting with pigments on paper and creating works of art. It's a great way to express yourself and explore your creativity.",competitor,one-shot Explanation
kidsActivities-sports,"I'm sorry, we don't offer a gymnastics class. However, we do offer an acrobatics class which is very similar. It will help you learn how to use the equipment like a trampoline and a trapeze and perform cool creative jumps and tricks. Would you like to join",competitor,one-shot Explanation
friendsActivities-boardGames,"No, unfortunately I don't have Scrabble but we have Monopoly, checkers, and some movies. We also could play charades if you want to!",fullList,one-shot Explanation
friendsActivities-boardGames,"No, I'm sorry, I didn't bring Scrabble. However, I have Monopoly and checkers, which are board games as well.",sameCategory,one-shot Explanation
friendsActivities-boardGames,"I'm sorry, we don't have Scrabble. Monopoly and checkers are more similar in the sense that they are both board games and each game requires some strategy and luck while movies are more thrilling and can carry quite a bit of suspense.",sameCategory,one-shot Explanation
friendsActivities-videoEntertainment,"I'm sorry, I don't have Netflix, but I have some movies and games that I thought we could enjoy together. Would you like to choose a movie or game to play?",sameCategory,one-shot Explanation
friendsActivities-videoEntertainment,"I'm sorry, I don't have Netflix. But, I do have the movies, Xbox games and Monopoly that I mentioned earlier. You're welcome to check out those activities if that's something you'll be interested in.",fullList,one-shot Explanation
friendsActivities-videoEntertainment,"Unfortunately, no, but we have a selection of movies and games we can watch and play. Would you like to check out what we have?",other,one-shot Explanation
interior-green,"No, I'm sorry I don't. I have an agave plant, which is in the same family. Would you like that?",competitor,one-shot Explanation
interior-green,"No, I'm sorry, I don't have an aloe vera plant. But I did just craft this beautiful oil painting for my living room, if you'd like it as a house warming gift? It could be a nice decoration for your new apartment!",otherCategory,one-shot Explanation
interior-green,"No, I don't have an aloe vera plant, but I do have an agave plant that looks similar. Would you like me to gift it to you?",competitor,one-shot Explanation
interior-deco,"I'm sorry, I don't have any watercolour paintings, but could you use an oil painting or some printed photographs instead? I'm sure that the agave plant could brighten up any room, too.",fullList,one-shot Explanation
interior-deco,"Unfortunately, I don't have any watercolour paintings available at the moment, but I have a few printed photographs and an oil painting. I also have an agave plant, if you're looking for something green to brighten up the apartment.",fullList,one-shot Explanation
interior-deco,"No, I don't have any watercolour paintings. However, I have an oil painting that would make a great addition to your new space and an agave plant that can really bring life to your living room.",other,one-shot Explanation
zoo-xl,"No, they don't have tigers here. However, we can see lions, giraffes and iguanas.",fullList,one-shot Explanation
zoo-xl,"Let's think about what your child most likely wanted. That they asked for a tiger suggests that they are looking for a larger, more impressive animal. Giraffes and iguanas probably wouldn't be as exciting. Lions are much closer and also a large, impressive animal that you can find at the",competitor,one-shot Explanation
zoo-reptiles,"Unfortunately, no we can't. I studied the zoo map before the visit, and we won't be able to see a chameleon since it doesn't show up on the list of animals. We can, however, see iguanas and turtles, which are similar reptiles. We even have the",sameCategory,one-shot Explanation
zoo-reptiles,"No, I'm sorry, we don't have a chameleon habitat. However, we do have iguanas, which are part of the family of lizards and are quite colorful. We have turtles too, which are reptiles and have a long life span. Lastly, we have a lion which",fullList,one-shot Explanation
cafe-pie,"No, unfortunately we do not have raspberry cake. However, we do have raspberry pie which is similar. Would you like to try that?",competitor,one-shot Explanation
cafe-pie,"No, unfortunately we don't have raspberry cake today. We have raspberry pie, which is similar, and it is delicious! Would you like to try a slice?",competitor,one-shot Explanation
cafe-pie,"No, we don't have raspberry cake. We do have raspberry pie though. It has a rich, flaky crust and its filling is made with raspberries. Would you like to try it?",competitor,one-shot Explanation
cafe-pizza,"Unfortunately we do not have veggie pizza today. However, we do have a cheese pizza and a pepperoni pizza that can be made vegetarian upon request.",sameCategory,one-shot Explanation
cafe-pizza,"No, unfortunately we don't have veggie pizza today, but we do have cheese pizza which is vegetarian, as well as raspberry pie. Is either of those options satisfactory for you?",other,one-shot Explanation
cafe-pizza,"I'm sorry, we don't have veggie pizza, but we do have cheese pizza, pepperoni pizza, and raspberry pie. All the pizzas are vegetarian if you don't want to have the pepperoni. Would one of those work?",fullList,one-shot Explanation
cafe-pizza,"No, unfortunately we don't have veggie pizza today. We have cheese pizza and pepperoni pizza. Would either of those work for you? If you are looking for something else, we also have a raspberry pie.",fullList,one-shot Explanation
cafe-pizza,"Unfortunately we don't have veggie pizza, however, we have cheese pizza which does not have any meat toppings.",competitor,one-shot Explanation
bar-whiteWine,"I'm sorry, we don't have Sauvignon Blanc at the moment. We do have Chardonnay, which is a type of white wine, as well as craft beer and iced coffee. Is there anything else I can get for you?",fullList,one-shot Explanation
bar-whiteWine,"Sorry, we do not serve Sauvignon Blanc. However, we do have Chardonnay. It is a dry white wine, much like Sauvignon Blanc. I'm sure you'll love it. Can I get you a glass?",competitor,one-shot Explanation
bar-whiteWine,"I'm sorry, we don't serve Sauvignon Blanc. However, we do have Chardonnay, which is a similar white wine. Is that something you'd be interested in?",competitor,one-shot Explanation
bar-whiteWine,"I'm sorry, we don't have Sauvignon Blanc. We do have a Chardonnay, which is a white wine, and a range of craft beers, which could be a refreshing alternative to wine. We also have iced coffee which might help you unwind.",fullList,one-shot Explanation
bar-tea,"No, sorry. We don't serve iced tea. We do have iced coffee, soda, and Chardonnay though. Is one of those something you'd like?",fullList,one-shot Explanation
bar-tea,"Unfortunately, we don't serve iced tea. We do have iced coffee, soda, and Chardonnay. Would any of those be of interest to you?",fullList,one-shot Explanation
touristInfo-childTheatre,"Sorry, no, there isn't a theatre performance for children today. However, we do have a circus show, a trade fare, and a club event with a hip hop DJ, which may be interesting. All the events are suitable for children too.",fullList,one-shot Explanation
touristInfo-childTheatre,"I'm sorry, we don't have a theatre performance happening today. However, we do have a circus show that might be suitable for children. It features clowns, acrobats and other displays of skill that are sure to amuse them.",competitor,one-shot Explanation
touristInfo-childTheatre,"Unfortunately, no, there are no theatre performances for children today. However, we have a circus show, a trade fair, and a club event with a hip hop DJ that might be of interest.",fullList,one-shot Explanation
touristInfo-clubbing,"Unfortunately not. We do have a club event with a hip hop DJ, live jazz music, and a circus show. Would any of those interest you?",fullList,one-shot Explanation
touristInfo-clubbing,"Unfortunately, we don't have any electronic music events happening today. We do have a club event with a hip hop DJ, live jazz music, and a circus show.",fullList,one-shot Explanation
bookingAgency-lowClassAccommodation,"I'm sorry, we don't have a youth hostel listed here. However, if you'd like a more budget accommodation, we have a room in a cheap bed-and-breakfast and a room in a budget hotel still available for tomorrow night. If comfort is a priority for you and you",sameCategory,one-shot Explanation
bookingAgency-lowClassAccommodation,"Unfortunately, the youth hostel is fully booked. However, I can see that a room in the budget hotel and a suite in the four-star hotel are still available. Would either of those work for you?",other,one-shot Explanation
bookingAgency-highClassAccommodation,"Unfortunately, no single rooms in a five-star hotel are available for tomorrow night. However, I do have a suite in a four-star hotel, an expensive apartment close to the city, and a room in a cheap bed-and-breakfast. Would any of these options work for you?",fullList,one-shot Explanation
bookingAgency-highClassAccommodation,"I'm sorry, but we don't have a single room in a five-star hotel available for tomorrow night. However, we do have a suite in a four-star hotel, an expensive apartment close to the city, or a room in a cheap bed-and-breakfast available for tomorrow night",fullList,one-shot Explanation
bookingAgency-highClassAccommodation,"Unfortunately, no, we don't have a single room available in a five-star hotel for tomorrow night. However, we do have a suite in a four-star hotel, an expensive apartment close to the city, and a room in a cheap bed-and-breakfast. We are sure one",fullList,one-shot Explanation
bookingAgency-highClassAccommodation,"Unfortunately, we do not have a single room in a five-star hotel available for tomorrow night. However, we do have a suite in a four-star hotel, an expensive apartment close to the city, and a room in a cheap bed-and-breakfast still available. Would any of these",fullList,one-shot Explanation
waterSport-motor,"Unfortunately, we do not have jet skis available for rent, though we do have water ski equipment and kayaks that might be of interest. Would you like to hear more about these items?",other,one-shot Explanation
waterSport-motor,"Unfortunately, we do not rent jet skis. However, we do have a number of different water sports activities that you and your party can enjoy. We can provide you with water ski equipment, rubber dinghies and kayaks. Would any of these interest you?",fullList,one-shot Explanation
waterSport-motor,"Unfortunately, we don't rent jet skis at this time. We do offer water ski equipment, rubber dinghies, and kayaks, however.",fullList,one-shot Explanation
waterSport-muscle,"Unfortunately, we do not offer canoes, but we have kayaks, pedal boats, and water ski equipment available for rent.",fullList,one-shot Explanation
dutyFree-smokes,"No, unfortunately I don't have any cigars to offer. However, I do have cigarettes, gin and gingerbread if you're interested.",fullList,one-shot Explanation
dutyFree-smokes,"Unfortunately, no. We only have cigarettes. Would you like to purchase them?",competitor,one-shot Explanation
dutyFree-smokes,"No, I'm sorry, we don't sell cigars. However, we do have cigarettes which may suit your needs.",competitor,one-shot Explanation
dutyFree-smokes,"No, I'm sorry, we don't have cigars. We have cigarettes, gin, and gingerbread on offer.",fullList,one-shot Explanation
dutyFree-smokes,"No, unfortunately we don't have cigars, but we do have cigarettes if you're looking for a similar product.",competitor,one-shot Explanation
dutyFree-sweets,"No, I don't sell cookies, but I do have gingerbread and granola bars which are a tasty snack option.",sameCategory,one-shot Explanation
dutyFree-sweets,Let's think step by step. You reason about what that person most likely wanted to have. That they asked for cookies suggests that they might want a sweet snack. From the items you have cigarettes are the least likely to satisfy the persons desires. Gingerbread and granola bars come much closer. Gingerbread,sameCategory,one-shot Explanation
dutyFree-sweets,"No, unfortunately we don't have cookies at the moment, however, we do have some tasty gingerbread which might be a satisfying alternative. Would you like to buy some?",competitor,one-shot Explanation
dutyFree-sweets,"Sorry, we don't have cookies. We have gingerbread, granola bars, and cigarettes. Would any of those suit your needs?",fullList,one-shot Explanation
clothing-clothes,"No, I'm sorry, we do not have any Hawaiian shirts. We do have shorts, sweatshirts, and necklaces in stock though if you're interested.",fullList,one-shot Explanation
clothing-clothes,"Unfortunately, we don't have any Hawaiian shirts available right now. However, we do have a wide selection of shorts, sweatshirts, and necklaces that might interest you. Please let me know if I can help you with anything else.",fullList,one-shot Explanation
clothing-clothes,"Unfortunately, we don't have any Hawaiian shirts in stock at this time. We do have a variety of shorts, sweatshirts, and necklaces that you might enjoy. Let me know if I can be of any help.",fullList,one-shot Explanation
clothing-acc,"Unfortunately, we don't have any earrings in stock right now. We do have other accessories like necklaces and sunglasses that might interest you.",sameCategory,one-shot Explanation
clothing-acc,"No, I'm sorry, we don't have any earrings. However, we do have some beautiful necklaces that might interest you.",competitor,one-shot Explanation
clothing-acc,"No, we don't have any earrings, but we do have necklaces and sunglasses that would make great gifts. We also have stylish shorts that could be perfect for summer.",fullList,one-shot Explanation
clothing-acc,"No, unfortunately we don't have any earrings in stock. We do have necklaces, sunglasses, and shorts that may interest you.",fullList,one-shot Explanation
clothing-acc,"No, unfortunately we don't have any earrings. But I do have some of our lovely necklaces which also make great gifts.",competitor,one-shot Explanation
petAdoption-dogs,"I'm sorry, we don't have any Dalmatians available right now. We have golden retrievers, chihuahuas, and gerbils. Would one of those work for you?",fullList,one-shot Explanation
petAdoption-dogs,"No, we don't have any Dalmatians available right now, but I can tell you that we do have some really sweet golden retrievers and chihuahuas. If you're looking for smaller animals, we also have gerbils. Would you like to meet any of them?",fullList,one-shot Explanation
petAdoption-hamster,"No, we don't have any hamsters, but what we do have are gerbils, ferrets, and golden retrievers. All of these rescues animals have just as much love to give and would make great additions to your family.",fullList,one-shot Explanation
books-romance,"No, we don't have any books of love poems, but we do have a collection of French love letters which could be a great alternative.",competitor,one-shot Explanation
books-romance,"I'm sorry, at this time we don't have any books of love poems. However, we do have a selection of French love letters that I'm sure you'd enjoy. Would you like to take a look at them?",competitor,one-shot Explanation
books-romance,"I'm sorry, we don't currently have any books of love poems. However, we do have books of French love letters which may be of interest.",competitor,one-shot Explanation
books-romance,"I'm sorry, we don't have a book of love poems. However, we do have books of French love letters which might interest you.",competitor,one-shot Explanation
books-romance,"Unfortunately, I don't currently have books of love poems but I do have a selection of French love letters that might be of interest. Would you like me to show you those?",competitor,one-shot Explanation
books-fantasy,"Unfortunately, no, we don't have psychological thrillers here. We have mystery novels, adventure novels, and books of French love letters.",fullList,one-shot Explanation
books-fantasy,"Unfortunately, we don't sell psychological thrillers at the moment, but we do have mystery novels and adventure novels which might be of interest. Those usually have thrilling plot points and unexpected twists that may be the kind of thing you are looking for.",fullList,one-shot Explanation
electronics-laptop,"I'm sorry, we don't have a MacBook Pro at the moment, however we do have a MacBook Air that might be a good alternative. It has many of the same features as the Pro, in a slim and lightweight form.",competitor,one-shot Explanation
electronics-laptop,"No, we don't have a MacBook Pro at the moment, but we do have a MacBook Air which is very similar. It has the same sleek design and is just as lightweight and easy to use.",competitor,one-shot Explanation
electronics-console,"I'm sorry, we don't have a PlayStation. However, I do have an Xbox and a Gameboy. Both are great consoles and I'm sure you would find a game you enjoy. Would you like to take a look?",sameCategory,one-shot Explanation
electronics-console,"Unfortunately, we don't have a PlayStation right now. We do have an Xbox, a Gameboy, and a MacBook Air. Would any of those work for what you're looking for?",fullList,one-shot Explanation
gym-yoga,"Unfortunately, we don't offer yoga classes, however, we do have pilates classes which involve mind-body exercises similar to yoga. Would you like to try out one of our pilates classes?",competitor,one-shot Explanation
gym-yoga,"No, we don't currently offer yoga classes. However, we have pilates classes which focus on strengthening your core and flexibility, zumba classes which combine unique dance moves with aerobic exercise, and kickboxing classes which are a great way to get a full body workout.",fullList,one-shot Explanation
gym-yoga,"No, we don't currently offer yoga classes, but we do have pilates and zumba classes, which help to sustain and improve flexibility and balance. You might also like our kickboxing classes, as they help to increase strength and stamina.",fullList,one-shot Explanation
gym-yoga,"No, we don't offer yoga classes. But we have pilates and zumba classes which focus on flexibility and core exercises, as well as kickboxing which is a full-body workout.",fullList,one-shot Explanation
gym-yoga,"No, we currently don't offer yoga classes, but we do have pilates, zumba, and kickboxing which could provide similar benefits to a yoga class. Would you be interested in any of those?",fullList,one-shot Explanation
kidsActivities-crafts,"I'm sorry, we don't offer a pottery class, but you might like the watercolor painting class or the carpentry workshop. Those require a similar level of dexterity and precision.",sameCategory,one-shot Explanation
kidsActivities-crafts,"We don't have a pottery class, but we have a watercolor painting class which may be of interest to you. This class involves painting with pigments on paper and creating works of art. It's a great way to express yourself and explore your creativity.",competitor,one-shot Explanation
kidsActivities-sports,"I'm sorry, we don't offer a gymnastics class. However, we do offer an acrobatics class which is very similar. It will help you learn how to use the equipment like a trampoline and a trapeze and perform cool creative jumps and tricks. Would you like to join",competitor,one-shot Explanation
friendsActivities-boardGames,"No, unfortunately I don't have Scrabble but we have Monopoly, checkers, and some movies. We also could play charades if you want to!",fullList,one-shot Explanation
friendsActivities-boardGames,"No, I'm sorry, I didn't bring Scrabble. However, I have Monopoly and checkers, which are board games as well.",sameCategory,one-shot Explanation
friendsActivities-boardGames,"I'm sorry, we don't have Scrabble. Monopoly and checkers are more similar in the sense that they are both board games and each game requires some strategy and luck while movies are more thrilling and can carry quite a bit of suspense.",sameCategory,one-shot Explanation
friendsActivities-videoEntertainment,"I'm sorry, I don't have Netflix, but I have some movies and games that I thought we could enjoy together. Would you like to choose a movie or game to play?",sameCategory,one-shot Explanation
friendsActivities-videoEntertainment,"I'm sorry, I don't have Netflix. But, I do have the movies, Xbox games and Monopoly that I mentioned earlier. You're welcome to check out those activities if that's something you'll be interested in.",fullList,one-shot Explanation
friendsActivities-videoEntertainment,"Unfortunately, no, but we have a selection of movies and games we can watch and play. Would you like to check out what we have?",other,one-shot Explanation
interior-green,"No, I'm sorry I don't. I have an agave plant, which is in the same family. Would you like that?",competitor,one-shot Explanation
interior-green,"No, I'm sorry, I don't have an aloe vera plant. But I did just craft this beautiful oil painting for my living room, if you'd like it as a house warming gift? It could be a nice decoration for your new apartment!",otherCategory,one-shot Explanation
interior-green,"No, I don't have an aloe vera plant, but I do have an agave plant that looks similar. Would you like me to gift it to you?",competitor,one-shot Explanation
interior-deco,"I'm sorry, I don't have any watercolour paintings, but could you use an oil painting or some printed photographs instead? I'm sure that the agave plant could brighten up any room, too.",fullList,one-shot Explanation
interior-deco,"Unfortunately, I don't have any watercolour paintings available at the moment, but I have a few printed photographs and an oil painting. I also have an agave plant, if you're looking for something green to brighten up the apartment.",fullList,one-shot Explanation
interior-deco,"No, I don't have any watercolour paintings. However, I have an oil painting that would make a great addition to your new space and an agave plant that can really bring life to your living room.",other,one-shot Explanation
zoo-xl,"No, they don't have tigers here. However, we can see lions, giraffes and iguanas.",fullList,one-shot Explanation
zoo-xl,"Let's think about what your child most likely wanted. That they asked for a tiger suggests that they are looking for a larger, more impressive animal. Giraffes and iguanas probably wouldn't be as exciting. Lions are much closer and also a large, impressive animal that you can find at the",competitor,one-shot Explanation
zoo-reptiles,"Unfortunately, no we can't. I studied the zoo map before the visit, and we won't be able to see a chameleon since it doesn't show up on the list of animals. We can, however, see iguanas and turtles, which are similar reptiles. We even have the",sameCategory,one-shot Explanation
zoo-reptiles,"No, I'm sorry, we don't have a chameleon habitat. However, we do have iguanas, which are part of the family of lizards and are quite colorful. We have turtles too, which are reptiles and have a long life span. Lastly, we have a lion which",fullList,one-shot Explanation
kidsActivities-sports,no there isnt,taciturn,human E1
gym-boxing,no we dont,taciturn,human E1
bookingAgency-highClassAccommodation,no none,taciturn,human E1
electronics-console,no we dont,taciturn,human E1
petAdoption-hamster,No we have no hamsters sorry,taciturn,human E1
gym-boxing,Sorry we only offer kickboxing,competitor,human E1
interior-deco,"We dont have watercolour but we do have, Oil paintings and printed photographs",sameCategory,human E1
books-fantasy,No we only sell books on french love letters and adventure novels,other,human E1
gym-yoga,"No, we do not offer yoga classes, we only offer pilates class, kickboxing, and zumba classes.",fullList,human E1
petAdoption-dogs,"No, we do not have Dalmatians",taciturn,human E1
books-romance,"Unfortunately, we do not have a book of love poems",taciturn,human E1
clothing-clothes,"No, we do not Hawaiian shirts",taciturn,human E1
dutyFree-smokes,"No, but we sell cigarettes.",competitor,human E1
kidsActivities-crafts,"No, but there's carpentry if you're interested.",competitor,human E1
interior-green,"No, only agave plant.",competitor,human E1
touristInfo-childTheatre,"No, but there is a circus show.",competitor,human E1
clothing-acc,"sorry, unfortunately we're out of stock at this time. Would you be interested in necklaces instead perhaps?",competitor,human E1
interior-deco,"only oil, want to take a look?",competitor,human E1
touristInfo-clubbing,only hip hop and jazz sorry,sameCategory,human E1
zoo-reptiles,do you mean iguanas?,competitor,human E1
petAdoption-dogs,"""I am sorry, but all I have at the moment are golden retrievers, chihuahuas and a gerbil named Fred""",fullList,human E1
books-romance,"""Sorry, I don't have them at the moment, though I do have books of French love letters if you are interested""",competitor,human E1
dutyFree-smokes,"""Sorry we do not do cigars. All we have are gingerbread, gin and cigarettes""",fullList,human E1
cafe-pie,"""Sorry, I only have raspberry pie, but I can offer you a cheesy pizza or chocolate cookie""",fullList,human E1
kidsActivities-crafts,"No hun, there is no pottery class but there are acrobatics, watercolor painting and carpentry classes",fullList,human E1
bar-whiteWine,"Unfortunately we do not. However we do have iced coffee, chardonnay and  craft beer.",fullList,human E1
electronics-laptop,No only the Macbook air.,competitor,human E1
waterSport-motor,"No sorry we only offer rubber dinghies, water ski equipment and kayaks.",fullList,human E1
dutyFree-sweets,"No

",taciturn,human E1
kidsActivities-sports,"No

",taciturn,human E1
bar-tea,"No

",taciturn,human E1
touristInfo-clubbing,"No

",taciturn,human E1
gym-boxing,"No, sorry, we don’t.",taciturn,human E1
books-fantasy,"No, unfortunately we don’t have any of those.",taciturn,human E1
bar-tea,"No,sorry, but we do have iced coffee, if you’d like that.",competitor,human E1
bookingAgency-highClassAccommodation,"No, I’m sorry.",taciturn,human E1
gym-yoga,"No I'm sorry, but maybe you would like to try a zumba class",sameCategory,human E1
petAdoption-dogs,"No I'm sorry, but we have some lovely golden retrievers if you were interested",competitor,human E1
bar-whiteWine,"Sorry, but no.  However ,we do have some rather delicious chardonnay",competitor,human E1
dutyFree-smokes,"NO, I'm sorry I only have cigarettes.",competitor,human E1
friendsActivities-boardGames,"Sorry, I don't have that.",taciturn,human E1
zoo-xl,There aren't any tigers but we could see a lion.,competitor,human E1
gym-yoga,No sorry but we can offer pilates.,competitor,human E1
interior-green,No but I do have an agarve plant.,competitor,human E1
touristInfo-childTheatre,No there isnt,taciturn,human E1
petAdoption-dogs,No we don't,taciturn,human E1
bookingAgency-lowClassAccommodation,No there isnt,taciturn,human E1
electronics-laptop,No we dont,taciturn,human E1
electronics-laptop,"No sorry, we have the MacBook Air though if that interests you.",competitor,human E1
kidsActivities-crafts,"Unfortunately not this year, but you can try either carpentry or water colour painting.",sameCategory,human E1
cafe-pie,"Not a cake, but we have raspberry pie.",competitor,human E1
bookingAgency-lowClassAccommodation,Not as far as i know,taciturn,human E1
electronics-laptop,"No, but i have a macbook air",competitor,human E1
interior-green,"No, would you like an agave plant or some tulips instead?",sameCategory,human E1
books-romance,"No, would french love letters be of any interest?",competitor,human E1
zoo-xl,We can go and see the lions which are similar to tigers.,competitor,human E1
clothing-clothes,"No, but we do have a selection of sweatshirts.",sameCategory,human E1
interior-green,I have some tulips or an agave plant.,sameCategory,human E1
books-romance,"No, but we do have French love letters.",competitor,human E1
gym-boxing,We have kickboxing classes - would you be interested in that?,competitor,human E1
interior-deco,I don't at the moment. Do you have any watercolour artists you like?,taciturn,human E1
kidsActivities-sports,"Sorry, we don't have gymnastics, but why don't you give acrobatics or karate a go? Or we have watercolour painting as well.",fullList,human E1
friendsActivities-videoEntertainment,I haven't got Netflix but I've got some movies we could watch. Take a look and pick out something you like!,competitor,human E1
clothing-acc,"Unfortunately, we do not have any earrings.",taciturn,human E1
dutyFree-sweets,"We do not sell cookies. However, we do sell gingerbread which may suit you.",competitor,human E1
books-fantasy,"Unfortunately, we do not have any psychological thrillers in stock. We have mystery and adventure books, which may be suitable alternatives.",sameCategory,human E1
zoo-reptiles,"I'm sorry honey, there are no chameleons! Would you like to see an iguana instead?",competitor,human E1
electronics-laptop,No I only have a macnook air,competitor,human E1
cafe-pie,No but we do have raspberry pie,competitor,human E1
waterSport-motor,No but we do have water ski equipment,competitor,human E1
dutyFree-smokes,No only cigarettes,competitor,human E1
books-romance,No. We have a book of french love letters,competitor,human E1
electronics-laptop,No. We have a MacBook Air,competitor,human E1
interior-green,"No, I have an agave plant",competitor,human E1
petAdoption-dogs,No sorry we dont,taciturn,human E1
books-romance,We've got french love letters will that do?,competitor,human E1
zoo-xl,"Unfortunately there is no Tiger, but the lions are good!",competitor,human E1
bar-whiteWine,"No, I have chardonnay",competitor,human E1
gym-yoga,"No, but we do offer Pilates",competitor,human E1
touristInfo-childTheatre,No but we have a circus performance,competitor,human E1
friendsActivities-boardGames,No but we have checkers and monopoly,sameCategory,human E1
bar-tea,"No, sorry we don't serve ided tea",taciturn,human E1
waterSport-muscle,We don't rent canoes but kayaks are similar,competitor,human E1
cafe-pizza,"If you accept cheese pizza is vegetarian, then yes we do",competitor,human E1
gym-boxing,"I'm sorry, we only have kickboxing",competitor,human E1
touristInfo-clubbing,The DJ might play some electronic music.,other,human E1
gym-boxing,We do a kickboxing class.,competitor,human E1
books-fantasy,"Sorry, we don’t have any of those in stock at the moment.",taciturn,human E1
waterSport-muscle,We have kayaks.,competitor,human E1
bookingAgency-highClassAccommodation,"No, there are no single rooms in any five-star hotels available. The closest to this is a suite in a four-star hotel.",competitor,human E1
electronics-console,Unfortunately we do not have any playstations in stock. However we do have other electronics and game consoles.,other,human E1
