itemName,predictions,probs,category,response_option,prompt,settingName,context_nr
blanket-sleepover,"Unfortunately, I don't have any extra blankets, but I can loan you a sleeping bag and pillow. The bubble wrap and the carpet are also available if they can help.",-0.999310574985676,fullList,"sleeping bag, pillow, bubble wrap, carpet",zero-shot,blanket,context1
blanket-transportation,"No, I'm sorry, I don't have a blanket, but I have a sleeping bag which might help with padding and protection when packing the mirror.",-0.751369003851818,sameCategory,sleeping bag,zero-shot,blanket,context2
blanket-transportation,"No, I'm sorry, I don't have a blanket, but I can provide some bubble wrap, a pillow, a sleeping bag, and a carpet to help her protect and cushion the mirror while she transports it.",-0.398685356540413,fullList,"sleeping bag, pillow, bubble wrap, carpet",zero-shot,blanket,context2
blanket-transportation,"No, I don't have a blanket, but I do have a sleeping bag, a pillow, a carpet, and some bubble wrap that you can use to protect the mirror during transportation.",-0.357652669672951,fullList,"sleeping bag, pillow, bubble wrap, carpet",zero-shot,blanket,context2
blanket-transportation,"No, I don't have a blanket, but I can provide some bubble wrap, a pillow, a sleeping bag, and a carpet to help you pack the mirror for easier transportation.",-0.523792048118808,fullList,"sleeping bag, pillow, bubble wrap, carpet",zero-shot,blanket,context2
blanket-transportation,"No, I'm sorry, I don't have a blanket that I can spare. But I have some bubble wrap, a pillow, a sleeping bag, and a carpet that you can use to help cushion and support the mirror during transportation.",-0.45449842126856,fullList,"sleeping bag, pillow, bubble wrap, carpet",zero-shot,blanket,context2
bottle-plants,"No, I'm sorry, we don't have a bottle. We could try using the watering can or the glass.",-0.437462827313556,sameCategory,"watering can, glass",zero-shot,bottle,context1
bottle-plants,"No, I'm sorry, we don't have a bottle. However, we do have a watering can, a glass, a to-go mug, and a spoon, so you can use one of those to water the plants.",-0.275900484604571,fullList,"watering can, glass, mug, spoon",zero-shot,bottle,context1
bottle-plants,"No, I'm sorry, I don't have a bottle, but you could use the glass or the to-go mug to water the plants.",-0.343655869832469,sameCategory,"glass, mug",zero-shot,bottle,context1
bottle-plants,"No, I'm sorry, I don't have a bottle. But why don't you use the watering can, glass, to-go mug, or spoon? Those should do the trick.",-0.474945171238342,fullList,"watering can, glass, mug, spoon",zero-shot,bottle,context1
bottle-plants,"No, we don't have a bottle. You can use one of the other containers to fill the watering can.",-0.629294185594385,competitor,watering can,zero-shot,bottle,context1
bottle-water,"No, but I do have a to-go mug, a glass, a watering can, and a spoon. I can fill something with water from a faucet when we get to a park or other water source.",-0.767914813775709,fullList,"watering can, glass, mug, spoon",zero-shot,bottle,context2
bottle-water,"No, I don't have a bottle, but I have other things that could be useful - like a to-go mug, a glass, a watering can, and a spoon. We could use these to collect and carry water so we stay hydrated on our walk.",-0.539831029881763,fullList,"watering can, glass, mug, spoon",zero-shot,bottle,context2
bottle-water,"No, but I have a mug, a glass, a watering can, and a spoon that I can use to store water from a fountain or some other source and then transport it along with us!",-1.07500175063681,fullList,"watering can, glass, mug, spoon",zero-shot,bottle,context2
bottle-water,"No, I'm sorry I don't have a bottle, but I do have a to-go mug, a glass, a watering can, and a spoon that you can use to collect and carry some water.",-0.350030173604956,fullList,"watering can, glass, mug, spoon",zero-shot,bottle,context2
bottle-water,"No, but I have a to-go mug and a glass, so we could all take turns filling them up with water, and I have a spoon and a watering can, so we can fill them up easily when we get to a water source.",-0.875785917877887,fullList,"watering can, glass, mug, spoon",zero-shot,bottle,context2
box-bbq,"Yes, I have a cake container and a tote bag that you can use to take the leftovers home.",-0.258623712898893,other,"cake container, tote",zero-shot,box,context2
box-bbq,"Yes, I have a cake container that could work.",-0.561305827447385,sameCategory,cake container,zero-shot,box,context2
box-bbq,"I don't have a box, but I do have a cake container and a tote bag that you can use.",-0.367550906613338,other,"cake container, tote",zero-shot,box,context2
box-bbq,"""I'm sorry, I don't have a cardboard box, but I do have a cake container, a ziplock bag, and a tote bag that can be used for the leftovers.""",-0.565627327020679,other,"cake container, ziplock, tote",zero-shot,box,context2
box-bbq,"Yes, I have a few different containers you can use to take home some leftovers. I have a ziplock bag, a carton, a cake container, and a tote bag.",-0.364016719786281,fullList,"cake container, ziplock, tote, carton",zero-shot,box,context2
box-muffins,"Yes, I have a cake container, a carton, a ziplock bag, and a tote bag that should work for transporting the pastries.",-0.355704270439941,fullList,"cake container, ziplock, tote, carton",zero-shot,box,context1
box-muffins,"No, but I have a cake container, a carton, a ziplock bag, and a tote bag that you can use to take pastry home.",-0.530910856035183,fullList,"cake container, ziplock, tote, carton",zero-shot,box,context1
box-muffins,"No, I don't have a box, but I do have a cake container, a carton, a ziplock bag, and a tote bag that you could use.",-0.229248052034369,fullList,"cake container, ziplock, tote, carton",zero-shot,box,context1
box-muffins,"Yes, I have a cake container and a tote bag. Both should work for carrying the pastries home.",-0.520715946656293,other,"cake container, tote",zero-shot,box,context1
box-muffins,"Yes, I have a cake container, a carton, a ziplock bag and a tote bag that you can use to take home some of the pastries.",-0.283454278777341,fullList,"cake container, ziplock, tote, carton",zero-shot,box,context1
broom-renovation,"Yes, I do have a broom! I also have a vacuum cleaner, a hand brush, a shovel, and a lamp if you need any of those.",-0.202763095364706,fullList,"vacuum, hand brush, shovel, lamp",zero-shot,broom,context1
broom-renovation,"Yes, I have a hand brush. Would that be useful for you?",-0.498201349858824,mostSimilar,hand brush,zero-shot,broom,context1
broom-snow,"""No, sorry, I don't have a broom but I do have a hand brush and a shovel if you need them!""",-0.560094715014,sameCategory,"hand brush, shovel",zero-shot,broom,context2
broom-snow,"Yes, I do have a broom. I actually have a hand brush that can be used as a broom that I can lend to you if you need it. Would you like to borrow it?",-0.790114202439024,mostSimilar,hand brush,zero-shot,broom,context2
candy-dessert,"Yes, we do have candy. We have a big chocolate bar and small trail mix packages.",-0.416380620755781,sameCategory,"chocolate, trailmix",zero-shot,candy,context2
candy-dessert,We have the chocolate bar and the trail mix packages.,-0.471834210861571,sameCategory,"chocolate, trailmix",zero-shot,candy,context2
candy-dessert,"Yes, we have a big chocolate bar and little trail mix packages.",-0.1858187995834,sameCategory,"chocolate, trailmix",zero-shot,candy,context2
candy-dessert,"Yes, we have the chocolate bar and the trail mix packages.",-0.146498649176,sameCategory,"chocolate, trailmix",zero-shot,candy,context2
candy-dessert,"Yes, we do have candy! We have the big chocolate bar and the little trail mix packages.",-0.390673476795091,sameCategory,"chocolate, trailmix",zero-shot,candy,context2
candy-halloween,"Yes, we have all kinds of goodies! Would they like some trail mix, a big chocolate bar, ice cream, or soda?",-0.834620466255185,fullList,"chocolate, trailmix, soda, ice cream",zero-shot,candy,context1
candy-halloween,"Yes, we have some candy! We have trail mix packages, a big chocolate bar, ice cream, and soda.",-0.27033980116637,fullList,"chocolate, trailmix, soda, ice cream",zero-shot,candy,context1
candy-halloween,"Yes! We have trail mix packages, a chocolate bar, ice cream, and soda. Pick whichever ones the kids want.",-0.791121652982222,fullList,"chocolate, trailmix, soda, ice cream",zero-shot,candy,context1
candy-halloween,"Yes, we do have candy! We have trail mix packages, a big chocolate bar, ice cream, and soda!",-0.44664064754192306,fullList,"chocolate, trailmix, soda, ice cream",zero-shot,candy,context1
candy-halloween,We have trail mix packages and a big chocolate bar. Would they like any of those?,-0.8683149146145,sameCategory,"chocolate, trailmix",zero-shot,candy,context1
handkerchief-injury,"I'm sorry, I don't have a handkerchief, but I do have some band aids, paper napkins, wet wipes, and a cell phone if they would be of use.",-0.298370868812829,fullList,"bandaids, napkins, wet wipes, cell",zero-shot,handkerchief,context1
handkerchief-injury,"I'm sorry, I don't have a handkerchief. But I do have some band-aids, paper napkins, and wet wipes if they would help.",-0.339808549839492,sameCategory,"bandaids, napkins, wet wipes",zero-shot,handkerchief,context1
handkerchief-injury,"I'm sorry, I don't have a handkerchief in my backpack, but I have some paper napkins, some wet wipes, and some band aids that might help. Would you like me to take them out?",-0.499319866628106,sameCategory,"bandaids, napkins, wet wipes",zero-shot,handkerchief,context1
handkerchief-injury,"I'm sorry, I don't have a handkerchief, but here are some band aids and paper napkins to help clean and protect the wound. I also have some wet wipes, if they're needed, and my cell phone if you need to make a call.",-0.635443428989491,fullList,"bandaids, napkins, wet wipes, cell",zero-shot,handkerchief,context1
handkerchief-injury,"I'm sorry, I don't have a handkerchief, but I do have some other items that might help. I have some band-aids, paper napkins, and wet wipes in my backpack that might help cleaning and dressing the wound. I also have a cell phone if you need to make",-0.544713615724117,fullList,"bandaids, napkins, wet wipes, cell",zero-shot,handkerchief,context1
handkerchief-sauce,"I'm sorry, I don't have a handkerchief, but I do have some wet wipes and some paper napkins that could help clean the sauce off your sweater.",-0.318131759483262,sameCategory,"napkins, wet wipes",zero-shot,handkerchief,context2
handkerchief-sauce,"No, I don't have a handkerchief. But I have some wet wipes and paper napkins that you can use to try to clean off the sauce.",-0.429613200539229,sameCategory,"napkins, wet wipes",zero-shot,handkerchief,context2
handkerchief-sauce,"Unfortunately, I don't have a handkerchief with me. However, I have some wet wipes that should help you clean off the sauce, and I also have some paper napkins that you can use to dry off the affected area.",-0.575585458072412,sameCategory,"napkins, wet wipes",zero-shot,handkerchief,context2
handkerchief-sauce,"I'm sorry, I don't have a handkerchief. But I do have some wet wipes and some paper napkins that should help clean off the sauce. Would that work?",-0.436490204377505,sameCategory,"napkins, wet wipes",zero-shot,handkerchief,context2
handkerchief-sauce,"Yes, I'm sorry I don't have a handkerchief, but I do have some wet wipes that may be able to help. They should be able to help you clean up the mess.",-0.670345934866143,competitor,wet wipes,zero-shot,handkerchief,context2
postit-board,"No, I'm sorry, I don't have any post-its. But we do have sticky bookmarks which might be useful for the workshop.",-0.495919261729734,sameCategory,bookmarks,zero-shot,postit,context1
postit-board,"Yes, I do have post-its. I also have sticky bookmarks if you would like to use those.",-0.4125461516596,sameCategory,bookmarks,zero-shot,postit,context1
postit-board,"No, I'm sorry, I don't have any post-its here. But I do have sticky bookmarks that might work.",-0.574051375759931,sameCategory,bookmarks,zero-shot,postit,context1
postit-board,"No, I'm sorry, we don't have any post-its. But we have sticky bookmarks that could work just as well.",-0.376036430704,sameCategory,bookmarks,zero-shot,postit,context1
postit-board,"No, I don't have post-its, but I do have sticky bookmarks that could be used instead.",-0.33886131848996,sameCategory,bookmarks,zero-shot,postit,context1
postit-reading,"No, sorry, I don't have post-its. However, sticky bookmarks might be a good option if you need to mark certain pages of the documents.",-0.823276439468658,competitor,bookmarks,zero-shot,postit,context2
postit-reading,"Sorry, I don't have post-its but I have sticky bookmarks. Those should work just as well.",-0.6733499441828,competitor,bookmarks,zero-shot,postit,context2
postit-reading,"I'm sorry, I don't have any post-its. But you can use some of the sticky bookmarks or make notes on the notebook, whiteboard marker, or eraser.",-0.60762034597235,fullList,"bookmarks, notebook, marker, eraser",zero-shot,postit,context2
postit-reading,"No, I'm sorry, I don't have any post-its here. However, you can use the sticky bookmarks to mark places in documents that you want to remember, or you can use the whiteboard marker and notebook to make notes.",-0.602064296262115,sameCategory,"bookmarks, notebook, marker",zero-shot,postit,context2
postit-reading,"Unfortunately, I don't have any post-its, but I do have sticky bookmarks that might help.",-0.461104256206333,competitor,bookmarks,zero-shot,postit,context2
pot-garden,"Yes! I have several options that might work. I have some old cans, several pans, camping cookware, and ceramic plates that could work as pots. Let me know if you'd like to see them.",-0.625235573115556,fullList,"cans, pans, camping cookware, ceramic plates",zero-shot,pot,context1
pot-garden,"Yes, I do! I have some old cans, pans, camping cookware, and ceramic plates that I could repurpose as pots for your plants. Let me know what would work best for you and I can grab them for you!",-0.463802991121902,fullList,"cans, pans, camping cookware, ceramic plates",zero-shot,pot,context1
pot-garden,"Yes, I do. I have a few cans, pans, and camping cookware that you could use as makeshift pots for your plants if you don't mind the rough look. I also have some ceramic plates with shallow bowls in them that you could use as well.",-1.03016721269232,fullList,"cans, pans, camping cookware, ceramic plates",zero-shot,pot,context1
pot-garden,"Yes, I do have a few pots available! I have ceramic plates and some camping cookware that could work as makeshift pots. Would that do the job?",-1.02995059493971,other,"cans, camping cookware, ceramic plates",zero-shot,pot,context1
pot-jam,"Yes, I do! I have a camping pot that should be perfect for making the jam. Would you like to borrow it?",-0.417304302293483,competitor,camping cookware,zero-shot,pot,context2
sugar-baking,"No, I don't have any sugar, but I do have some alternatives that could work: agave syrup, honey, sweetener tablets, or even just a bit of salt.",-0.584878643850569,fullList,"syrup, honey, sweetener, salt",zero-shot,sugar,context2
sugar-baking,"No, I'm sorry, I don't have any sugar. But I have other things that might work, like agave syrup, honey, sweetener tablets, or just regular salt.",-0.69177900760113,fullList,"syrup, honey, sweetener, salt",zero-shot,sugar,context2
sugar-baking,"No, I'm sorry. I don't have any sugar. But I do have agave syrup, honey, sweetener tablets, and salt that you could use as substitutes for sugar.",-0.41077587375107,fullList,"syrup, honey, sweetener, salt",zero-shot,sugar,context2
sugar-baking,"No, I'm sorry, I don't have any sugar. However, I do have some other options that you can use. I have agave syrup, honey, sweetener tablets, and salt that might work for what you're baking.",-0.471220787069156,fullList,"syrup, honey, sweetener, salt",zero-shot,sugar,context2
sugar-baking,"No, I'm sorry, we don't have any sugar. However, we do have some agave syrup, honey, sweetener tablets, and salt that you may be able to use in your baking.",-0.4699340722495,fullList,"syrup, honey, sweetener, salt",zero-shot,sugar,context2
sugar-coffee,"No, unfortunately I don't have any sugar. But I do have sweetener tablets, honey, agave syrup, or salt if you'd like to add something to your coffee.",-0.399750051408974,fullList,"syrup, honey, sweetener, salt",zero-shot,sugar,context1
sugar-coffee,"No, I only have sweetener tablets, honey, agave syrup, and salt. Would any of those work for you?",-0.440290599098525,fullList,"syrup, honey, sweetener, salt",zero-shot,sugar,context1
sugar-coffee,"Yes, I do have sugar, I have sweetener tablets, honey, agave syrup, and salt. Which one would you like?",-0.381777177850233,fullList,"syrup, honey, sweetener, salt",zero-shot,sugar,context1
sugar-coffee,"Yes, I have various sweeteners, like honey, agave syrup, and sweetener tablets.",-0.527432040998455,sameCategory,"syrup, honey, sweetener",zero-shot,sugar,context1
sugar-coffee,"I don't have sugar in my pantry, but I do have sweetener tablets, honey, agave syrup, and salt that might suit your tastes.",-0.633189706097453,fullList,"syrup, honey, sweetener, salt",zero-shot,sugar,context1
sweatpants-sleepover,"No, but I do have some comfortable leggings you can borrow for the night.",-0.79094172491365,mostSimilar,leggings,zero-shot,sweatpants,context1
sweatpants-sleepover,"I'm sorry, I don't have any sweatpants, but I do have leggings, shorts, and pyjamas that you can wear.",-0.368155932295121,sameCategory,"leggings, shorts, pyjamas",zero-shot,sweatpants,context1
sweatpants-sleepover,"No, I'm sorry I don't have sweatpants. But you could use the leggings, shorts, or pyjamas.",-0.470717432782433,sameCategory,"leggings, shorts, pyjamas",zero-shot,sweatpants,context1
sweatpants-sleepover,"No, I'm sorry, I don't have sweatpants. But I do have some leggings and shorts which will be more comfortable for sleeping.",-0.613902810966471,sameCategory,"leggings, shorts",zero-shot,sweatpants,context1
sweatpants-sleepover,"No, sorry, I don't have sweatpants. But you can wear the leggings or shorts, if that would work for you.",-0.566764952474194,sameCategory,"leggings, shorts",zero-shot,sweatpants,context1
sweatpants-spill,"I'm sorry, I don't have sweatpants. I do have a pair of shorts and leggings that may fit you though. Do you want to give them a try?",-0.686644250656395,sameCategory,"leggings, shorts",zero-shot,sweatpants,context2
sweatpants-spill,"I'm sorry, I don't have any sweatpants, but you are welcome to borrow one of the pairs of shorts or leggings in my closet, or you could use a towel to cover up.",-0.544896455539657,other,"leggings, shorts, towel",zero-shot,sweatpants,context2
sweatpants-spill,"No, I don't have sweatpants, but I can offer you a pair of shorts, leggings, pyjamas, or a towel to cover up.",-0.287212616214469,other,"leggings, shorts, towel",zero-shot,sweatpants,context2
sweatpants-spill,"Sorry, I don't have any sweatpants in my closet, but I do have some shorts. Would those work in a pinch?",-0.724518668258759,competitor,shorts,zero-shot,sweatpants,context2
sweatpants-spill,"No, I'm sorry, but I do have some shorts, leggings, and pyjamas that you could borrow if you'd like.",-0.424276398350318,sameCategory,"leggings, shorts, pyjamas",zero-shot,sweatpants,context2
towel-clothes,"No, I don't have a towel, but I do have some paper towels and a blanket. If you don't mind, we could also use the hair dryer to help dry your costumes.",-0.628944440020595,other,"paper towels, hairdryer, blanket",zero-shot,towel,context2
towel-clothes,"No, I'm sorry I don't have a towel. However, I do have paper towels and a hair dryer that you can use to help dry your costumes, plus a blanket to help with any remaining dampness.",-0.667673451543173,other,"paper towels, hairdryer, blanket",zero-shot,towel,context2
towel-clothes,"Unfortunately, I do not have a towel, but I can provide paper towels or a blanket to help dry the costumes.",-0.607697061388231,other,"paper towels, blanket",zero-shot,towel,context2
towel-clothes,"Sorry, unfortunately I don't have an extra towel, but we do have paper towels and a blanket that might help.",-0.912083865788538,other,"paper towels, blanket",zero-shot,towel,context2
towel-clothes,"Unfortunately, I do not have any towels that are available for use. But I do have some paper towels that could help absorb some moisture, and we can use the hair dryer and the blanket to help dry their costumes.",-0.874915691550872,other,"paper towels, hairdryer, blanket",zero-shot,towel,context2
towel-hair,"Yes, I can offer you paper towels. Would those work?",-0.8877543930356,mostSimilar,paper towels,zero-shot,towel,context1
towel-hair,"Yes, I have paper towels that you can use.",-0.342729930603071,mostSimilar,paper towels,zero-shot,towel,context1
towel-hair,"I don't have a towel, but I can provide paper towels to help with the drying. I can also offer a dryer in the basement, or a blanket to wrap up in while the hair dries naturally.",-0.690561016368783,sameCategory,"paper towels, dryer, blanket",zero-shot,towel,context1
towel-hair,"Yes, I have paper towels that can help dry your hair as well as a blanket if you need to wrap up while you are drying off. Do you have a hairdryer? I have one in my room that you can use if needed. There is also a dryer available in the basement.",-0.803192570279444,fullList,"paper towels, dryer, blanket, hairdryer",zero-shot,towel,context1
towel-hair,"Yes, I have paper towels.",-0.5001096512443,mostSimilar,paper towels,zero-shot,towel,context1
umbrella-rain,"No, I'm sorry I don't have an umbrella. However, I do have a rain jacket, a bike cover, sunscreen and a tent that you're welcome to use if you need.",-0.540022368120122,fullList,"rain jacket, bike cover, sunscreen, tent",zero-shot,umbrella,context2
umbrella-rain,"No, sorry I don't have an umbrella, but I have a rain jacket, a plastic bike cover, sunscreen, and a tent that could help.",-0.47541731475983295,fullList,"rain jacket, bike cover, sunscreen, tent",zero-shot,umbrella,context2
umbrella-rain,"Unfortunately, I don't have an umbrella. However, I do have a plastic bike cover that can help keep you dry as you walk home.",-0.579130033628,mostSimilar,bike cover,zero-shot,umbrella,context2
umbrella-rain,"No, sorry, I don't have an umbrella. I have a rain jacket, a plastic bike cover, sunscreen, and a tent, though.",-0.347684635508406,fullList,"rain jacket, bike cover, sunscreen, tent",zero-shot,umbrella,context2
umbrella-rain,"No, I'm sorry, I don't have an umbrella. However, I do have a rain jacket and a plastic bike cover. Both should keep you dry.",-0.543173258354657,sameCategory,"rain jacket, bike cover",zero-shot,umbrella,context2
umbrella-summer,"No, I don't have an umbrella, but I do have a rain jacket and a plastic bike cover that you can use to help shield you from the sun.",-0.373370921978657,sameCategory,"rain jacket, bike cover",zero-shot,umbrella,context1
umbrella-summer,"No, I don't have an umbrella, but I do have a plastic bike cover that you could use for shade.",-0.312831258718231,mostSimilar,bike cover,zero-shot,umbrella,context1
umbrella-summer,"No, unfortunately I don't have an umbrella, but I have a plastic bike cover that you can put over yourself to provide some shade.",-0.44116035296693296,mostSimilar,bike cover,zero-shot,umbrella,context1
umbrella-summer,"No, I'm sorry, I don't have an umbrella. However, I do have some other things you could use to protect yourself from the sun. I have sunscreen, a plastic bike cover, a rain jacket, and a tent. Which one would you like to use?",-0.300766496266707,fullList,"rain jacket, bike cover, sunscreen, tent",zero-shot,umbrella,context1
umbrella-summer,"No, I don't have an umbrella, but I do have a plastic bike cover. You could put it over yourself to provide some shade if you like.",-0.568977820019824,mostSimilar,bike cover,zero-shot,umbrella,context1
